id_casa,LotFrontage,LotArea,Street,Condition1,Condition2,YearBuilt,ExterQual,FullBath,BedroomAbvGr,SalePrice,Color
953,,11075,Pave,Norm,Norm,1969.0,TA,2,4.0,172000,
658,78.0,17503,Pave,Artery,Norm,1948.0,TA,1,3.0,97500,
721,,4426,Pave,Norm,Norm,2004.0,Gd,1,1.0,143000,
1453,90.0,17217,Pave,Norm,Norm,2006.0,TA,1,3.0,84500,
993,68.0,8846,Pave,Norm,Norm,2005.0,TA,2,3.0,173900,
1148,,5700,Pave,Norm,Norm,1926.0,TA,1,2.0,116900,
942,42.0,7711,Pave,Norm,Norm,1977.0,TA,2,4.0,150000,
1087,85.0,10574,,Norm,Norm,2005.0,Gd,2,3.0,252000,
1249,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,3.0,119000,
1362,,12513,Pave,Feedr,Norm,1920.0,TA,2,4.0,104900,
219,43.0,3010,Pave,Norm,Norm,2005.0,Gd,2,2.0,167240,
956,24.0,1300,Pave,Norm,Norm,1980.0,TA,1,2.0,124000,
81,32.0,4500,Pave,Norm,Norm,1998.0,TA,2,2.0,153500,
867,85.0,6970,Pave,Feedr,Norm,1961.0,TA,1,3.0,129000,
147,,9505,,Norm,Norm,2001.0,Gd,2,3.0,222500,
176,97.0,10029,Pave,Norm,Norm,1988.0,Gd,2,4.0,211000,
1391,65.0,8944,Pave,Norm,Norm,1967.0,TA,2,4.0,124000,
927,,9900,Pave,Feedr,Norm,1968.0,TA,2,4.0,176000,
1131,63.0,10712,Pave,Norm,Norm,1991.0,TA,1,3.0,93500,
99,77.0,9320,Pave,Norm,Norm,1959.0,TA,1,3.0,128950,
512,70.0,9100,Pave,Feedr,Norm,1958.0,TA,1,3.0,129900,
777,100.0,13350,Pave,Norm,Norm,1974.0,TA,1,3.0,142500,
446,137.0,16492,Pave,PosA,Norm,1966.0,Gd,2,2.0,190000,
1182,160.0,15623,Pave,Norm,Norm,1996.0,Gd,3,4.0,745000,
546,70.0,8737,Pave,Norm,Norm,1923.0,TA,1,3.0,210000,
789,,12205,Pave,Norm,Norm,1966.0,TA,2,5.0,187500,
885,50.0,5119,Pave,Norm,Norm,1999.0,Gd,2,2.0,328900,
1273,124.0,11512,Pave,Norm,Norm,1959.0,TA,1,2.0,177000,
485,80.0,9600,Pave,Norm,Norm,1950.0,Gd,1,3.0,147000,
277,140.0,19138,Pave,Norm,Norm,1951.0,TA,1,2.0,141000,
2,68.0,11250,Pave,Norm,Norm,2001.0,Gd,2,3.0,223500,
657,60.0,7200,Pave,Norm,Norm,1931.0,TA,1,3.0,149000,
1017,,5814,Pave,Norm,Norm,1984.0,Gd,1,1.0,187500,
864,72.0,8640,Pave,Norm,Norm,2007.0,Gd,2,3.0,250580,
231,174.0,15138,Pave,Norm,Norm,1995.0,Gd,2,4.0,403000,
444,70.0,8750,Pave,Norm,Norm,1994.0,Gd,2,4.0,210000,
559,,3196,Pave,Norm,Norm,2003.0,Gd,2,2.0,234000,
75,21.0,1596,Pave,Norm,Norm,1973.0,TA,1,2.0,91000,
1313,108.0,14774,Pave,Norm,Norm,1999.0,Gd,2,4.0,333168,
757,,11616,,Norm,Norm,1978.0,TA,2,3.0,158900,
804,75.0,9000,Pave,Norm,Norm,1954.0,TA,1,2.0,118000,
722,70.0,8120,,Norm,Norm,1970.0,TA,1,3.0,124500,
1419,,16381,Pave,Norm,Norm,1969.0,Gd,2,3.0,223000,
56,24.0,2645,Pave,Norm,Norm,1999.0,Gd,2,3.0,172500,
767,75.0,12508,Pave,Norm,Norm,1940.0,TA,2,4.0,160000,
770,,7252,Pave,Norm,Norm,1982.0,TA,1,2.0,134900,
962,24.0,2308,Pave,Norm,Norm,1976.0,TA,2,3.0,155000,
241,40.0,3880,Pave,Norm,Norm,1945.0,TA,1,2.0,110500,
530,85.0,10200,Pave,Norm,Norm,1988.0,Gd,2,3.0,175000,
1408,60.0,7740,Pave,Norm,Norm,1910.0,TA,1,3.0,125500,
436,40.0,4400,,Norm,Norm,1920.0,TA,1,2.0,116000,
113,,21000,Pave,Norm,Norm,1953.0,TA,2,3.0,217000,
249,,159000,Pave,Norm,Norm,1958.0,Gd,2,4.0,277000,
1215,99.0,7094,Pave,Norm,Norm,1966.0,TA,1,3.0,125000,
60,63.0,13072,Pave,RRAe,Norm,2004.0,TA,1,3.0,158000,
455,80.0,9600,Pave,Norm,Norm,1973.0,TA,1,3.0,175500,
802,63.0,8199,,Norm,Norm,2005.0,Gd,2,3.0,189000,
177,,13650,Pave,Norm,Norm,1958.0,Gd,2,4.0,172500,
304,87.0,18386,Pave,Norm,Norm,1880.0,TA,3,3.0,295000,
98,85.0,10625,Pave,Norm,Norm,1920.0,TA,1,2.0,83000,
1415,51.0,3635,Pave,Norm,Norm,2007.0,Gd,2,1.0,175900,
531,60.0,6155,Pave,RRNn,Feedr,1920.0,TA,2,3.0,128000,
433,100.0,10839,Pave,Norm,Norm,1997.0,TA,2,3.0,181000,
313,150.0,215245,Pave,Norm,Norm,1965.0,TA,2,3.0,375000,
230,73.0,8760,Pave,Norm,Norm,1959.0,TA,1,3.0,148000,
1246,65.0,8125,Pave,Norm,Norm,2005.0,Gd,2,3.0,186500,
1075,75.0,13125,Pave,Norm,Norm,1940.0,TA,1,3.0,219500,
1026,73.0,9300,Pave,Feedr,Norm,1960.0,TA,1,3.0,167500,
416,74.0,7844,Pave,Norm,Norm,1978.0,TA,1,3.0,149500,
804,75.0,9000,Pave,Norm,Norm,1954.0,TA,1,2.0,118000,
97,73.0,10921,Pave,Norm,Norm,1965.0,TA,1,3.0,94750,
1274,53.0,5362,Pave,Norm,Norm,1910.0,TA,2,3.0,139000,
977,35.0,4274,Pave,Norm,Norm,2006.0,Gd,1,1.0,199900,
726,,21695,Pave,Norm,Norm,1988.0,Gd,2,3.0,222000,
336,86.0,14157,Pave,Norm,Norm,2005.0,Gd,2,3.0,377426,
1075,75.0,13125,Pave,Norm,Norm,1940.0,TA,1,3.0,219500,
644,85.0,9187,Pave,Norm,Norm,2009.0,Ex,2,2.0,370878,
978,68.0,9450,Pave,Norm,Norm,1954.0,TA,1,3.0,110000,
21,57.0,7449,Pave,Norm,Norm,1930.0,TA,1,3.0,139400,
1183,60.0,10800,Pave,Norm,Norm,1920.0,TA,1,2.0,120000,
694,51.0,6120,Pave,Norm,Norm,1936.0,TA,1,3.0,141500,
97,73.0,10921,Pave,Norm,Norm,1965.0,TA,1,3.0,94750,
694,51.0,6120,Pave,Norm,Norm,1936.0,TA,1,3.0,141500,
1060,41.0,4920,,Norm,Norm,2001.0,Gd,2,2.0,213500,
376,57.0,8846,Pave,Norm,Norm,1996.0,Gd,1,2.0,148000,
953,,11075,Pave,Norm,Norm,1969.0,TA,2,4.0,172000,
1085,73.0,9069,Pave,Norm,Norm,1992.0,TA,1,2.0,147000,
1295,70.0,8400,Pave,Feedr,Norm,1968.0,TA,1,3.0,138500,
617,59.0,7227,Pave,Artery,Norm,1954.0,TA,1,2.0,105500,
866,67.0,10656,,Norm,Norm,2006.0,Gd,2,3.0,248900,
1173,138.0,18030,Pave,Norm,Norm,1946.0,TA,3,3.0,200500,
1443,,8854,Pave,Norm,Norm,1916.0,TA,1,2.0,121000,
332,85.0,10655,Pave,Norm,Norm,2003.0,Gd,2,3.0,284000,
1020,60.0,7024,Pave,Norm,Norm,2005.0,TA,1,2.0,176000,
684,58.0,16770,Pave,Norm,Norm,1998.0,Gd,2,4.0,221000,
1175,85.0,10678,Pave,Norm,Norm,1992.0,Gd,2,4.0,285000,
5,85.0,14115,Pave,Norm,Norm,1993.0,TA,1,1.0,143000,
993,68.0,8846,Pave,Norm,Norm,2005.0,TA,2,3.0,173900,
106,60.0,10800,Pave,Norm,Norm,1885.0,TA,1,2.0,100000,
1222,78.0,10496,Pave,Artery,Norm,1949.0,TA,2,3.0,143000,
1024,,15498,Pave,Norm,Norm,1976.0,Gd,2,2.0,287000,
130,88.0,14200,Pave,Norm,Norm,1966.0,TA,2,4.0,226000,
1079,65.0,8775,,Norm,Norm,1994.0,TA,1,3.0,126000,
708,65.0,9018,,Norm,Norm,2007.0,Gd,2,3.0,179540,
201,75.0,10125,,Norm,Norm,1977.0,TA,2,3.0,171500,
502,70.0,9170,Pave,Feedr,Norm,1965.0,TA,1,2.0,140000,
549,75.0,9375,Pave,Norm,Norm,2003.0,Gd,2,4.0,263000,
666,,18450,Pave,Norm,Norm,1965.0,TA,2,3.0,129000,
346,,12772,Pave,Norm,Norm,1960.0,TA,1,2.0,151500,
1256,91.0,14303,,Norm,Norm,1994.0,Gd,2,2.0,301500,
302,118.0,13704,Pave,Norm,Norm,2001.0,Gd,2,3.0,205000,
1195,51.0,8029,Pave,Norm,Norm,2005.0,TA,2,3.0,176000,
977,35.0,4274,Pave,Norm,Norm,2006.0,Gd,1,1.0,199900,
487,70.0,12243,Pave,Norm,Norm,1971.0,TA,2,3.0,175000,
267,60.0,8400,Pave,Norm,Norm,1939.0,TA,2,4.0,179500,
386,58.0,8410,Pave,Feedr,Norm,1910.0,TA,1,5.0,81000,
553,67.0,8777,Pave,Feedr,Norm,1949.0,TA,2,2.0,108000,
1015,70.0,8400,Pave,Norm,Norm,2001.0,Gd,2,3.0,227000,
49,66.0,7742,Pave,Norm,Norm,1966.0,TA,1,3.0,127000,
1199,75.0,11235,Pave,Norm,Norm,1963.0,TA,1,3.0,148000,
227,21.0,1869,Pave,Norm,Norm,1970.0,TA,1,2.0,106000,
1045,,13680,Pave,Norm,Norm,1955.0,TA,2,4.0,139600,
735,60.0,10800,Pave,Norm,Norm,1914.0,TA,1,2.0,163000,
336,86.0,14157,Pave,Norm,Norm,2005.0,Gd,2,3.0,377426,
1219,21.0,1680,,Norm,Norm,1971.0,TA,1,3.0,91500,
876,94.0,25286,Pave,Norm,Norm,1963.0,TA,1,3.0,132250,
1149,50.0,9000,,Artery,Norm,1920.0,TA,1,3.0,143000,
433,100.0,10839,Pave,Norm,Norm,1997.0,TA,2,3.0,181000,
1446,,26142,,Norm,Norm,1962.0,TA,1,3.0,157900,
656,72.0,10007,Pave,Norm,Norm,1959.0,Gd,1,3.0,145500,
530,85.0,10200,Pave,Norm,Norm,1988.0,Gd,2,3.0,175000,
297,66.0,7399,Pave,Norm,Norm,1997.0,Gd,2,3.0,239000,
357,44.0,4224,,Norm,Norm,1976.0,TA,1,3.0,134000,
290,120.0,15611,Pave,Norm,Norm,2006.0,Gd,2,3.0,233230,
206,40.0,13673,Pave,RRAe,Norm,1962.0,TA,1,3.0,143900,
1109,107.0,11362,Pave,Norm,Norm,2004.0,Gd,2,3.0,280000,
1310,100.0,17500,,PosA,Norm,1959.0,Gd,2,3.0,335000,
605,85.0,13600,Pave,Norm,Norm,1965.0,TA,2,3.0,205000,
924,79.0,10240,Pave,Norm,Norm,1980.0,TA,2,3.0,207500,
717,80.0,10000,Pave,Norm,Norm,1973.0,TA,1,3.0,157000,
965,65.0,10237,Pave,RRAn,Norm,2005.0,Gd,2,3.0,178900,
960,50.0,7207,Pave,Norm,Norm,1958.0,TA,1,2.0,116500,
1319,75.0,10215,,Norm,Norm,1954.0,TA,1,3.0,111000,
1368,,4435,Pave,Norm,Norm,2003.0,Gd,1,1.0,144000,
809,90.0,8100,Pave,Norm,Norm,1898.0,TA,2,2.0,106000,
1269,78.0,11344,Pave,Feedr,Norm,1958.0,TA,1,3.0,144000,
677,52.0,9022,Pave,Norm,Norm,1924.0,Gd,1,2.0,109500,
751,,7750,Pave,RRAn,Norm,2003.0,Gd,2,,162000,
520,60.0,10800,Pave,Norm,Norm,1900.0,TA,2,,106250,
903,50.0,14859,Pave,Norm,Norm,2006.0,Gd,2,3.0,240000,
1069,60.0,9600,Pave,Norm,Norm,1949.0,TA,1,2.0,135000,
1124,,9125,Pave,Norm,Norm,1992.0,TA,2,3.0,163900,
1346,,20781,Pave,PosN,Norm,1968.0,TA,2,3.0,262500,
688,60.0,8089,Pave,Norm,Norm,2007.0,Gd,2,2.0,392000,
25,110.0,14230,Pave,Norm,Norm,2007.0,Gd,2,3.0,256300,
858,80.0,10400,Pave,Norm,Norm,1976.0,TA,2,3.0,152000,
1139,98.0,8731,Pave,Norm,Norm,1920.0,TA,1,3.0,144000,
355,105.0,11249,Pave,Norm,Norm,1995.0,Gd,2,3.0,177500,
832,44.0,9548,Pave,Norm,Norm,2003.0,Gd,2,3.0,237000,
1073,75.0,7950,Pave,Norm,Norm,1977.0,TA,1,,159500,
940,55.0,12640,Pave,Norm,Norm,1976.0,TA,2,4.0,150900,
15,51.0,6120,Pave,Norm,Norm,1929.0,TA,1,2.0,132000,
748,59.0,10593,Pave,Norm,Norm,1996.0,Gd,2,3.0,260400,
853,,12095,Pave,Norm,Norm,1964.0,TA,1,3.0,158000,
841,60.0,10440,Pave,Norm,Norm,1904.0,TA,2,3.0,157500,
1124,,9125,Pave,Norm,Norm,1992.0,TA,2,3.0,163900,
1455,62.0,7917,Pave,Norm,Norm,1999.0,TA,2,,175000,
448,50.0,8600,Pave,Norm,Norm,1937.0,TA,2,3.0,119500,
13,91.0,10652,Pave,Norm,Norm,2006.0,Gd,2,3.0,279500,
869,80.0,9938,Pave,Norm,Norm,1993.0,Gd,2,3.0,236000,
1288,40.0,5664,Pave,Norm,Norm,2000.0,Gd,2,2.0,278000,
558,57.0,21872,Pave,Norm,Norm,1996.0,TA,2,3.0,175000,
1274,53.0,5362,Pave,Norm,Norm,1910.0,TA,2,3.0,139000,
535,70.0,7000,Pave,Norm,Norm,1910.0,TA,1,3.0,107500,
479,50.0,5925,Pave,Norm,Norm,1937.0,TA,1,2.0,89471,
566,77.0,11198,Pave,Norm,Norm,2005.0,Gd,2,4.0,325000,
218,,15660,Pave,Norm,Norm,1939.0,Gd,1,,311500,
927,,9900,Pave,Feedr,Norm,1968.0,TA,2,4.0,176000,
954,35.0,9400,Pave,Norm,Norm,1975.0,TA,2,4.0,127500,
380,50.0,5000,,Norm,Norm,1924.0,TA,2,3.0,127000,
1060,41.0,4920,,Norm,Norm,2001.0,Gd,2,2.0,213500,
842,82.0,9020,Pave,Norm,Norm,1966.0,TA,1,3.0,174900,
957,70.0,7420,Pave,Norm,Norm,1962.0,TA,1,3.0,132000,
1043,86.0,11839,Pave,Norm,Norm,1990.0,TA,2,4.0,262280,
1230,,18890,,Feedr,RRAe,1977.0,TA,2,4.0,190000,
544,58.0,17104,Pave,Norm,Norm,2006.0,Gd,2,3.0,179665,
159,134.0,19378,Pave,Norm,Norm,2005.0,Gd,2,4.0,320000,
1175,85.0,10678,Pave,Norm,Norm,1992.0,Gd,2,4.0,285000,
1219,21.0,1680,,Norm,Norm,1971.0,TA,1,3.0,91500,
1406,70.0,8445,,Norm,Norm,1972.0,TA,1,2.0,133000,
1417,,16545,Pave,Norm,Norm,1998.0,Gd,2,3.0,340000,
497,60.0,9120,Pave,Norm,Norm,1925.0,TA,2,4.0,184000,
409,85.0,10800,Pave,Norm,Norm,2007.0,Gd,2,3.0,339750,
545,,13837,Pave,Norm,Norm,1988.0,Gd,2,,229000,
1367,41.0,2665,Pave,Norm,Norm,1977.0,TA,2,4.0,127000,
1392,68.0,7838,Pave,Norm,Norm,1967.0,TA,1,3.0,123000,
196,79.0,9416,Pave,Norm,Norm,2007.0,Ex,2,3.0,311872,
344,36.0,2592,Pave,Norm,Norm,1976.0,TA,1,3.0,85000,
197,174.0,25419,,Artery,Norm,1918.0,Gd,2,4.0,235000,
910,80.0,11600,Pave,Feedr,Norm,1960.0,TA,2,5.0,154300,
491,79.0,9490,Pave,Artery,Norm,1941.0,TA,1,3.0,133000,
550,53.0,4043,Pave,Norm,Norm,1977.0,TA,2,2.0,140000,
1406,70.0,8445,,Norm,Norm,1972.0,TA,1,2.0,133000,
1079,65.0,8775,,Norm,Norm,1994.0,TA,1,3.0,126000,
702,82.0,12438,Pave,Norm,Norm,2006.0,Ex,2,4.0,361919,
643,80.0,10793,Pave,RRAn,Norm,1969.0,TA,2,4.0,152000,
369,,9830,Pave,Norm,Norm,1959.0,TA,1,3.0,162000,
842,82.0,9020,Pave,Norm,Norm,1966.0,TA,1,3.0,174900,
1000,74.0,10206,Pave,Norm,Norm,1952.0,TA,1,2.0,82000,
694,51.0,6120,Pave,Norm,Norm,1936.0,TA,1,3.0,141500,
241,40.0,3880,Pave,Norm,Norm,1945.0,TA,1,2.0,110500,
1199,75.0,11235,Pave,Norm,Norm,1963.0,TA,1,3.0,148000,
1004,43.0,3182,Pave,Norm,Norm,2005.0,Gd,2,1.0,181000,
1390,70.0,9100,Pave,Norm,Norm,2000.0,Gd,2,3.0,235000,
969,75.0,10382,,Norm,Norm,1958.0,TA,1,2.0,140000,
216,65.0,8450,Pave,Norm,Norm,2004.0,Gd,2,3.0,210000,
1003,,11500,Pave,Feedr,RRAn,1976.0,TA,2,4.0,136905,
143,78.0,10335,Pave,Norm,Norm,1999.0,Gd,2,3.0,204000,
3,60.0,9550,,Norm,Norm,1915.0,TA,1,3.0,140000,
1441,,4426,Pave,Norm,Norm,2004.0,Gd,1,1.0,149300,
663,90.0,10012,Pave,Norm,Norm,1972.0,TA,2,3.0,137500,
335,,164660,Grvl,Norm,Norm,1965.0,TA,2,3.0,228950,
1155,90.0,10768,Pave,Norm,Norm,1976.0,Gd,2,3.0,218000,
1381,,12925,Pave,Norm,Norm,1970.0,TA,2,4.0,237500,
739,65.0,9313,Pave,Norm,Norm,2004.0,Gd,2,3.0,190000,
1107,168.0,23257,Pave,Norm,Norm,2006.0,Gd,2,3.0,274725,
396,60.0,7200,Pave,Norm,Norm,1972.0,TA,1,2.0,123000,
445,73.0,9855,,Norm,Norm,1956.0,TA,1,,127500,
965,65.0,10237,Pave,RRAn,Norm,2005.0,Gd,2,3.0,178900,
1199,75.0,11235,Pave,Norm,Norm,1963.0,TA,1,3.0,148000,
1191,24.0,2645,,Norm,Norm,1999.0,Gd,2,2.0,174000,
278,107.0,14450,Pave,Norm,Norm,2006.0,Ex,2,3.0,415298,
1140,60.0,7350,Pave,Norm,Norm,1951.0,TA,1,2.0,139000,
781,65.0,7153,Pave,Norm,Norm,1992.0,Gd,2,3.0,175900,
1338,95.0,13450,Pave,Norm,Norm,2002.0,Gd,2,3.0,200000,
1023,43.0,3182,Pave,Norm,Norm,,Gd,2,2.0,191000,
1435,80.0,8400,Pave,Norm,Norm,1962.0,Gd,1,3.0,174000,
950,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,3.0,129000,
370,,8121,Pave,Norm,Norm,2000.0,TA,2,3.0,172400,
1278,75.0,9473,Pave,Norm,Norm,2002.0,Gd,2,3.0,237000,
716,60.0,10800,Pave,Norm,Norm,1890.0,TA,1,3.0,159500,
1316,61.0,10226,Pave,Norm,Norm,2008.0,Gd,2,3.0,295493,
1274,53.0,5362,Pave,Norm,Norm,1910.0,TA,2,3.0,139000,
700,85.0,14331,Pave,Norm,Norm,2002.0,Gd,2,3.0,312500,
1322,107.0,10186,Pave,Norm,Norm,1992.0,Gd,2,3.0,190000,
953,,11075,Pave,Norm,Norm,1969.0,TA,2,4.0,172000,
1057,,29959,Pave,Norm,Norm,1994.0,Gd,2,3.0,248000,
887,59.0,16466,Pave,Norm,Norm,1955.0,TA,1,3.0,135500,
1428,60.0,7200,Pave,Norm,Norm,1940.0,TA,1,2.0,119000,
482,50.0,2500,Pave,Norm,Norm,1915.0,Gd,1,4.0,155000,
96,78.0,10264,Pave,Norm,Norm,1999.0,Gd,2,3.0,214000,
194,60.0,7180,Pave,Norm,Norm,1972.0,TA,1,3.0,127000,
1045,,13680,Pave,Norm,Norm,1955.0,TA,2,4.0,139600,
13,91.0,10652,Pave,Norm,Norm,2006.0,Gd,2,3.0,279500,
19,70.0,7560,Pave,Norm,Norm,1958.0,TA,1,3.0,139000,
205,99.0,11851,Pave,Norm,Norm,1990.0,TA,2,3.0,180500,
912,51.0,6120,Pave,Norm,Norm,1925.0,TA,1,3.0,88000,
97,73.0,10921,Pave,Norm,Norm,1965.0,TA,1,3.0,94750,
1327,60.0,6600,Pave,Norm,Norm,1982.0,Gd,1,3.0,130500,
251,44.0,4750,Pave,Norm,Norm,2006.0,Gd,2,2.0,235000,
486,79.0,10289,Pave,Norm,Norm,1965.0,TA,1,3.0,156000,
503,100.0,15602,Pave,Norm,Norm,1959.0,TA,2,1.0,289000,
433,100.0,10839,Pave,Norm,Norm,1997.0,TA,2,3.0,181000,
455,80.0,9600,Pave,Norm,Norm,1973.0,TA,1,3.0,175500,
1352,50.0,6000,Pave,Norm,Norm,1937.0,Gd,1,2.0,134900,
1029,21.0,1680,Pave,Norm,Norm,1972.0,TA,1,,118000,
622,71.0,7064,Pave,Norm,Norm,1977.0,TA,1,3.0,135000,
225,21.0,1680,Pave,Norm,Norm,1971.0,TA,2,3.0,112000,
386,58.0,8410,Pave,Feedr,Norm,1910.0,TA,1,5.0,81000,
343,63.0,8849,,Norm,Norm,2005.0,Ex,2,2.0,266000,
378,88.0,11394,Pave,Norm,Norm,2010.0,Gd,1,1.0,394432,
69,81.0,15593,Pave,Norm,Norm,1953.0,Gd,2,3.0,225000,
215,72.0,10011,Pave,Norm,Norm,1957.0,TA,1,2.0,134450,
505,60.0,7596,,Artery,Norm,1952.0,TA,2,4.0,124500,
1184,50.0,35133,Grvl,Norm,Norm,1963.0,TA,1,3.0,186700,
1251,,3136,Pave,Norm,Norm,2003.0,Gd,2,2.0,171750,
789,,12205,Pave,Norm,Norm,1966.0,TA,2,5.0,187500,
98,85.0,10625,Pave,Norm,Norm,1920.0,TA,1,2.0,83000,
991,121.0,17671,Pave,Artery,Norm,1882.0,Gd,1,4.0,168000,
220,73.0,8990,Pave,Norm,Norm,2006.0,Gd,2,2.0,204900,
888,95.0,15865,Pave,Norm,Norm,1970.0,Gd,2,4.0,268000,
483,32.0,4500,Pave,Norm,Norm,1998.0,TA,2,2.0,164000,
1396,,57200,Pave,Norm,Norm,1948.0,TA,1,3.0,160000,
426,,12800,,Norm,Norm,1989.0,Gd,2,2.0,275000,
565,66.0,6858,Pave,Norm,Norm,1915.0,TA,1,4.0,128000,
1186,107.0,10615,Pave,Artery,Artery,1900.0,TA,2,3.0,95000,
623,,2117,Pave,Norm,Norm,2000.0,Gd,2,2.0,168500,
442,52.0,6240,Pave,Norm,Norm,1930.0,TA,2,3.0,162900,
987,83.0,10159,Pave,Norm,Norm,2009.0,Ex,2,3.0,395192,
216,65.0,8450,Pave,Norm,Norm,2004.0,Gd,2,3.0,210000,
543,34.0,4058,Pave,Norm,Norm,1998.0,TA,1,1.0,133000,
957,70.0,7420,Pave,Norm,Norm,1962.0,TA,1,3.0,132000,
1249,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,3.0,119000,
1352,50.0,6000,Pave,Norm,Norm,1937.0,Gd,1,2.0,134900,
454,63.0,9297,Pave,Norm,Norm,1976.0,TA,2,4.0,188000,
962,24.0,2308,Pave,Norm,Norm,1976.0,TA,2,3.0,155000,
1428,60.0,7200,Pave,Norm,Norm,1940.0,TA,1,2.0,119000,
941,,8755,Pave,RRNn,Norm,1999.0,Gd,2,3.0,214000,
1395,88.0,12665,Pave,Norm,Norm,2005.0,Gd,2,4.0,281213,
355,105.0,11249,Pave,Norm,Norm,1995.0,Gd,2,3.0,177500,
364,,18800,Pave,Norm,Norm,1976.0,TA,2,3.0,190000,
428,64.0,6762,Pave,Norm,Norm,2007.0,Gd,2,2.0,195400,
827,65.0,8529,Pave,Norm,Norm,2001.0,Gd,2,3.0,189000,
713,60.0,9873,Pave,RRAn,Norm,1970.0,TA,1,3.0,129000,
323,49.0,5820,Pave,Norm,Norm,1955.0,TA,1,3.0,126175,
466,85.0,10628,Pave,Norm,Norm,1970.0,TA,1,2.0,167000,
812,66.0,8712,Grvl,Norm,Norm,1952.0,Fa,1,2.0,55993,
1149,50.0,9000,,Artery,Norm,1920.0,TA,1,3.0,143000,
675,24.0,2289,Pave,Norm,Norm,1978.0,TA,2,3.0,148500,
810,78.0,10140,Pave,Norm,Norm,1974.0,TA,1,3.0,181000,
530,85.0,10200,Pave,Norm,Norm,1988.0,Gd,2,3.0,175000,
52,110.0,8472,Grvl,RRNn,Norm,1963.0,Fa,1,2.0,110000,
716,60.0,10800,Pave,Norm,Norm,1890.0,TA,1,3.0,159500,
220,73.0,8990,Pave,Norm,Norm,2006.0,Gd,2,2.0,204900,
137,82.0,11070,Pave,Norm,Norm,1988.0,TA,3,5.0,171000,
423,80.0,9200,Pave,Norm,Norm,1998.0,Gd,2,4.0,315000,
1075,75.0,13125,Pave,Norm,Norm,1940.0,TA,1,3.0,219500,
419,65.0,8450,Pave,Norm,Norm,1968.0,TA,1,3.0,142000,
944,,14375,,Norm,Norm,1958.0,TA,1,3.0,137500,
1270,,23595,Pave,Norm,Norm,1979.0,Gd,-1,0.0,260000,
966,130.0,9600,Pave,Norm,Norm,1940.0,Gd,1,2.0,160000,
696,50.0,6000,Pave,Norm,Norm,1921.0,TA,1,,89000,
92,80.0,13360,Pave,Norm,Norm,1921.0,TA,1,2.0,163500,
1223,89.0,10680,,Norm,Norm,1951.0,TA,2,4.0,137900,
504,24.0,2308,Pave,Norm,Norm,1974.0,TA,2,3.0,147000,
11,85.0,11924,Pave,Norm,Norm,2005.0,Ex,3,4.0,345000,
1377,60.0,10998,Pave,Norm,Norm,1941.0,TA,2,3.0,117000,
1024,,15498,Pave,Norm,Norm,1976.0,Gd,2,2.0,287000,
1212,50.0,9340,Pave,Norm,Norm,1941.0,TA,1,2.0,113000,
707,48.0,6240,Pave,Norm,Norm,2006.0,Gd,2,,254000,
1051,103.0,11175,Pave,Norm,Norm,2007.0,Gd,2,3.0,200141,
1308,100.0,12000,Pave,Norm,Norm,1948.0,TA,1,2.0,147000,
1326,70.0,4270,Pave,Norm,Norm,1931.0,TA,1,3.0,79000,
792,92.0,9920,Pave,Norm,Norm,1996.0,Gd,2,3.0,269790,
841,60.0,10440,Pave,Norm,Norm,1904.0,TA,2,3.0,157500,
1063,50.0,6000,Pave,Artery,Norm,1925.0,TA,1,2.0,110500,
26,60.0,7200,Pave,Norm,Norm,1951.0,TA,1,3.0,134800,
712,40.0,4671,Pave,Norm,Norm,1988.0,Gd,2,2.0,189000,
645,,10530,Pave,Norm,Norm,1971.0,TA,1,3.0,143250,
511,40.0,6792,Pave,Norm,Norm,2005.0,Gd,2,2.0,202665,
123,55.0,7892,,Norm,Norm,1993.0,Gd,2,2.0,153900,
744,41.0,5395,Pave,Norm,Norm,1993.0,Gd,2,2.0,180000,
253,85.0,9350,Pave,Norm,Norm,1964.0,TA,2,3.0,158000,
270,84.0,10728,Pave,Norm,Norm,2006.0,Gd,2,3.0,266000,
1355,102.0,10192,Pave,Norm,Norm,1968.0,TA,3,4.0,170000,
1409,46.0,20544,Pave,Norm,Norm,1986.0,TA,2,3.0,215000,
318,90.0,9900,Pave,Norm,Norm,1993.0,Gd,2,4.0,260000,
484,,7758,Pave,Norm,Norm,1962.0,TA,1,3.0,132500,
1375,89.0,10991,Pave,Norm,Norm,2007.0,Gd,2,3.0,239000,
726,,21695,Pave,Norm,Norm,1988.0,Gd,2,3.0,222000,
324,96.0,11275,Pave,PosN,Norm,1967.0,Gd,2,5.0,242000,
866,67.0,10656,,Norm,Norm,2006.0,Gd,2,3.0,248900,
1268,,14100,,Norm,Norm,1935.0,TA,3,4.0,381000,
1084,,13031,Pave,Norm,Norm,1995.0,TA,2,3.0,187500,
1140,60.0,7350,Pave,Norm,Norm,1951.0,TA,1,2.0,139000,
795,70.0,8400,Pave,Norm,Norm,1980.0,TA,2,3.0,171000,
1184,50.0,35133,Grvl,Norm,Norm,1963.0,TA,1,3.0,186700,
158,100.0,12552,Pave,Norm,Norm,2004.0,Gd,2,3.0,254900,
