Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,No,Travel_Rarely,217.0,Research & Development,8.0,1,Life Sciences,1019,2,Male,94,1,1,Laboratory Technician,1,Married,1,15,3,1,4,3,2.0,4,3,1,1
48,No,Travel_Rarely,277.0,Research & Development,,3,Life Sciences,1022,1,Male,97,2,2,Healthcare Representative,3,Single,2,13,3,4,19,0,3.0,2,2,2,2
48,No,Travel_Rarely,1355.0,Research & Development,4.0,4,Life Sciences,1024,3,Male,78,2,3,Healthcare Representative,3,Single,7,14,3,2,27,3,3.0,15,11,4,8
41,No,Travel_Rarely,549.0,Research & Development,,2,Medical,1025,4,Female,42,3,2,Manufacturing Director,3,Single,6,14,3,2,8,6,3.0,2,2,2,1
39,No,Travel_Rarely,466.0,Research & Development,1.0,1,Life Sciences,1026,4,Female,65,2,4,Manufacturing Director,4,Married,1,16,3,3,21,3,3.0,21,6,11,8
27,No,Travel_Rarely,1055.0,Research & Development,2.0,4,Life Sciences,1027,1,Female,47,3,2,Manufacturing Director,4,Married,0,18,3,2,4,2,3.0,3,2,2,2
35,No,Travel_Rarely,802.0,Research & Development,10.0,3,Other,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,1,20,4,1,3,4,2.0,3,2,1,2
42,No,Travel_Rarely,265.0,Sales,,2,Marketing,1029,4,Male,90,3,5,Manager,3,Married,6,13,3,2,21,3,4.0,1,0,0,0
50,No,Travel_Rarely,804.0,Research & Development,9.0,3,Life Sciences,1030,1,Male,64,3,1,Laboratory Technician,4,Married,4,18,3,2,8,5,3.0,1,0,0,0
59,No,Travel_Rarely,715.0,Research & Development,2.0,3,Life Sciences,1032,3,Female,69,2,4,Manufacturing Director,4,Single,3,13,3,1,30,4,,5,3,4,3
37,Yes,Travel_Rarely,1141.0,Research & Development,,2,Medical,1033,1,Female,61,1,2,Healthcare Representative,2,Married,5,15,3,1,15,2,,1,0,0,0
55,No,Travel_Frequently,135.0,Research & Development,18.0,4,Medical,1034,3,Male,62,3,2,Healthcare Representative,2,Married,3,14,3,4,17,3,3.0,8,7,6,7
41,No,Non-Travel,247.0,Research & Development,7.0,1,Life Sciences,1035,2,Female,55,1,5,Research Director,3,Divorced,1,22,4,2,21,3,3.0,21,16,5,10
38,No,Travel_Rarely,1035.0,Sales,,4,Life Sciences,1036,2,Male,42,3,2,Sales Executive,4,Single,8,12,3,3,19,1,3.0,1,0,0,0
26,Yes,Non-Travel,265.0,Sales,29.0,2,Medical,1037,2,Male,79,1,2,Sales Executive,1,Single,8,18,3,4,7,6,3.0,2,2,2,2
52,Yes,Travel_Rarely,266.0,Sales,2.0,1,Marketing,1038,1,Female,57,1,5,Manager,4,Married,1,15,3,4,33,3,3.0,32,14,6,9
44,No,Travel_Rarely,1448.0,Sales,,3,Medical,1039,4,Female,53,4,4,Sales Executive,4,Married,3,18,3,3,23,2,3.0,12,11,11,11
50,No,Non-Travel,145.0,Sales,1.0,3,Life Sciences,1040,4,Female,95,3,2,Sales Executive,3,Married,0,12,3,1,19,3,3.0,18,7,0,13
36,Yes,Travel_Rarely,885.0,Research & Development,16.0,4,Life Sciences,1042,3,Female,43,4,1,Laboratory Technician,1,Single,1,16,3,3,18,1,3.0,17,13,15,14
39,No,Travel_Frequently,945.0,Research & Development,,3,Medical,1043,4,Female,82,3,3,Manufacturing Director,1,Single,1,13,3,3,21,2,3.0,21,6,2,8
33,No,Non-Travel,1038.0,Sales,8.0,1,Life Sciences,1044,2,Female,88,2,1,Sales Representative,4,Single,0,19,3,4,3,2,2.0,2,2,2,2
45,No,Travel_Rarely,1234.0,Sales,,2,Life Sciences,1045,4,Female,90,3,4,Manager,4,Married,3,13,3,2,26,4,4.0,9,3,1,1
32,No,Non-Travel,,Research & Development,,4,Medical,1046,4,Female,69,3,1,Laboratory Technician,3,Single,9,12,3,2,10,2,3.0,8,7,7,7
34,No,Travel_Rarely,216.0,Sales,1.0,4,Marketing,1047,2,Male,75,4,2,Sales Executive,4,Divorced,0,11,3,4,16,2,2.0,15,1,0,9
59,No,Travel_Rarely,1089.0,Sales,1.0,2,Technical Degree,1048,2,Male,66,3,3,Manager,4,Married,3,14,3,3,14,1,1.0,6,4,0,4
45,No,Travel_Rarely,788.0,Human Resources,,4,Medical,1049,2,Male,36,3,1,Human Resources,2,Single,1,16,3,1,6,3,,6,3,0,4
53,No,Travel_Frequently,124.0,Sales,2.0,3,Marketing,1050,3,Female,38,2,3,Sales Executive,2,Married,2,12,3,1,30,2,3.0,15,7,6,12
36,Yes,Travel_Rarely,660.0,Research & Development,,3,Other,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,7,14,3,2,9,3,2.0,1,0,0,0
26,Yes,Travel_Frequently,342.0,Research & Development,,3,Life Sciences,1053,1,Male,57,3,1,Research Scientist,1,Married,6,14,3,2,6,2,3.0,3,2,1,2
34,No,Travel_Rarely,1333.0,Sales,10.0,4,Life Sciences,1055,3,Female,87,3,1,Sales Representative,3,Married,1,19,3,4,1,2,3.0,1,1,0,0
28,No,Travel_Rarely,1144.0,Sales,10.0,1,Medical,1056,4,Male,74,3,1,Sales Representative,2,Married,1,22,4,2,1,5,3.0,1,0,0,0
38,No,Travel_Frequently,1186.0,Research & Development,3.0,4,Other,1060,3,Male,44,3,1,Research Scientist,3,Married,3,16,3,1,8,2,,2,2,2,2
50,No,Travel_Rarely,1464.0,Research & Development,2.0,4,Medical,1061,2,Male,62,3,5,Research Director,3,Married,2,11,3,4,29,2,2.0,8,1,7,7
37,No,Travel_Rarely,124.0,Research & Development,3.0,3,Other,1062,4,Female,35,3,2,Healthcare Representative,2,Single,3,15,3,1,8,3,2.0,4,3,0,1
40,No,Travel_Rarely,300.0,Sales,26.0,3,Marketing,1066,3,Male,74,3,2,Sales Executive,1,Married,1,14,3,2,8,3,2.0,7,7,7,5
26,No,Travel_Frequently,921.0,Research & Development,1.0,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,Divorced,1,13,3,3,5,5,3.0,5,3,1,3
46,No,Travel_Rarely,430.0,Research & Development,1.0,4,Medical,1069,4,Male,40,3,5,Research Director,4,Divorced,9,17,3,4,23,0,3.0,2,2,2,2
54,No,Travel_Rarely,1082.0,Sales,2.0,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,Married,6,11,3,2,13,4,3.0,9,4,7,0
56,No,Travel_Frequently,1240.0,Research & Development,9.0,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,2,19,3,2,18,4,3.0,5,4,0,3
36,No,Travel_Rarely,796.0,Research & Development,12.0,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,Single,0,11,3,2,15,2,2.0,14,8,7,8
55,No,Non-Travel,444.0,Research & Development,2.0,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,7,15,3,2,31,3,4.0,9,7,6,2
43,No,Travel_Rarely,415.0,Sales,25.0,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,5,13,3,3,18,5,3.0,1,0,0,0
20,Yes,Travel_Frequently,769.0,Sales,9.0,3,Marketing,1077,4,Female,54,3,1,Sales Representative,4,Single,1,14,3,2,2,3,,2,2,0,2
21,Yes,Travel_Rarely,1334.0,Research & Development,10.0,3,Life Sciences,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1,13,3,1,1,6,2.0,1,0,1,0
46,No,Travel_Rarely,1003.0,Research & Development,8.0,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,8,23,4,1,19,2,3.0,16,13,1,7
51,Yes,Travel_Rarely,1323.0,Research & Development,4.0,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,9,12,3,3,18,2,4.0,10,0,2,7
28,Yes,Non-Travel,1366.0,Research & Development,24.0,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,1,12,3,1,10,2,2.0,10,7,1,9
26,No,Travel_Rarely,192.0,Research & Development,1.0,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,1,16,3,1,6,2,3.0,5,3,1,3
30,No,Travel_Rarely,1176.0,Research & Development,20.0,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,0,15,3,3,7,1,2.0,6,2,0,2
41,No,Travel_Rarely,509.0,Research & Development,,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,1,13,3,3,10,3,3.0,10,6,0,8
38,No,Travel_Rarely,330.0,Research & Development,17.0,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,0,18,3,1,20,4,2.0,19,9,1,9
40,No,Travel_Rarely,1492.0,Research & Development,20.0,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,4,20,4,4,14,6,3.0,11,10,11,1
27,No,Non-Travel,1277.0,Research & Development,,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,1,19,3,4,3,4,3.0,3,2,1,2
55,No,Travel_Frequently,1091.0,Research & Development,2.0,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,3,18,3,2,23,4,3.0,3,2,1,2
28,No,Travel_Rarely,857.0,Research & Development,10.0,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,3,13,3,4,10,4,4.0,8,7,1,7
44,Yes,Travel_Rarely,1376.0,Human Resources,,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,9,14,3,4,24,1,3.0,20,6,3,6
33,No,Travel_Rarely,654.0,Research & Development,5.0,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,4,15,3,3,9,2,3.0,3,2,1,2
35,Yes,Travel_Rarely,1204.0,Sales,4.0,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,0,22,4,1,9,2,3.0,8,7,4,7
33,Yes,Travel_Frequently,827.0,Research & Development,29.0,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,1,22,4,2,14,4,3.0,13,7,3,8
28,No,Travel_Rarely,895.0,Research & Development,15.0,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,1,16,3,4,4,5,2.0,4,2,2,2
34,No,Travel_Frequently,618.0,Research & Development,,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,0,17,3,3,7,1,2.0,6,2,0,4
37,No,Travel_Rarely,,Sales,10.0,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,2,14,3,3,8,5,3.0,1,0,0,0
25,Yes,Travel_Rarely,1219.0,Research & Development,,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,1,15,3,2,7,3,4.0,7,7,5,6
26,Yes,Travel_Rarely,1330.0,Research & Development,21.0,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,1,20,4,3,1,0,2.0,1,1,0,0
33,Yes,Travel_Rarely,1017.0,Research & Development,25.0,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,4,20,4,2,5,0,,2,2,2,2
42,No,Travel_Rarely,469.0,Research & Development,,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,0,17,3,4,23,3,3.0,22,6,13,7
28,Yes,Travel_Frequently,1009.0,Research & Development,1.0,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,1,15,3,1,1,2,3.0,1,0,0,0
50,Yes,Travel_Frequently,959.0,Sales,1.0,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,3,14,3,4,5,4,3.0,0,0,0,0
33,No,Travel_Frequently,970.0,Sales,7.0,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,0,17,3,3,4,3,3.0,3,2,0,2
34,No,Non-Travel,697.0,Research & Development,3.0,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,3,17,3,4,6,2,3.0,0,0,0,0
48,No,Non-Travel,1262.0,Research & Development,1.0,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,2,22,4,3,27,3,2.0,5,4,2,1
45,No,Non-Travel,1050.0,Sales,9.0,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,1,13,3,4,15,2,3.0,15,10,4,12
52,No,Travel_Rarely,994.0,Research & Development,7.0,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,7,19,3,4,18,4,3.0,8,6,4,0
38,No,Travel_Rarely,770.0,Sales,10.0,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,0,14,3,2,9,2,3.0,8,7,2,7
29,No,Travel_Rarely,1107.0,Research & Development,28.0,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,4,22,4,1,11,1,3.0,7,5,1,7
28,No,Travel_Rarely,950.0,Research & Development,,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,0,17,3,2,10,3,2.0,9,7,1,7
46,No,Travel_Rarely,406.0,Sales,3.0,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,3,12,3,4,23,3,3.0,12,9,4,9
38,No,Travel_Rarely,130.0,Sales,2.0,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,7,16,3,3,10,2,3.0,1,0,0,0
43,No,Travel_Frequently,1082.0,Research & Development,27.0,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,8,11,3,3,18,1,3.0,8,7,0,1
39,Yes,Travel_Frequently,203.0,Research & Development,,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,7,11,3,4,21,4,3.0,18,7,11,5
40,No,Travel_Rarely,1308.0,Research & Development,14.0,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,1,14,3,1,21,2,4.0,20,7,4,9
21,No,Travel_Rarely,984.0,Research & Development,1.0,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,1,11,3,3,2,6,4.0,2,2,2,2
39,No,Non-Travel,439.0,Research & Development,9.0,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,9,15,3,3,9,2,2.0,5,4,0,3
36,No,Non-Travel,217.0,Research & Development,18.0,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,2,20,4,1,18,0,3.0,11,9,0,9
31,No,Travel_Frequently,793.0,Sales,20.0,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,0,12,3,1,3,4,,2,2,2,2
28,No,Travel_Rarely,1451.0,Research & Development,2.0,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,0,17,3,1,6,2,1.0,5,3,0,4
35,No,Travel_Frequently,1182.0,Sales,11.0,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,1,11,3,4,5,3,3.0,5,2,0,2
49,No,Travel_Rarely,174.0,Sales,8.0,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,6,17,3,2,22,3,3.0,9,8,2,3
34,No,Travel_Frequently,1003.0,Research & Development,,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,2,11,3,4,5,3,2.0,3,2,0,2
29,No,Travel_Frequently,490.0,Research & Development,10.0,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,0,14,3,4,8,2,,7,5,1,1
42,No,Travel_Rarely,188.0,Research & Development,29.0,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4,19,3,1,16,3,3.0,1,0,0,0
29,No,Travel_Rarely,718.0,Research & Development,8.0,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,1,15,3,3,10,2,2.0,10,7,1,2
38,No,Travel_Rarely,433.0,Human Resources,1.0,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,1,13,3,4,7,2,4.0,7,6,5,0
28,No,Travel_Frequently,773.0,Research & Development,6.0,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,1,14,3,4,3,2,3.0,3,1,0,2
18,Yes,Non-Travel,247.0,Research & Development,8.0,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1,12,3,4,0,0,3.0,0,0,0,0
33,Yes,Travel_Rarely,603.0,Sales,,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,0,17,3,1,6,3,3.0,5,2,0,3
41,No,Travel_Rarely,167.0,Research & Development,,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,3,11,3,1,6,4,3.0,1,0,0,0
31,Yes,Travel_Frequently,874.0,Research & Development,15.0,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,1,12,3,3,2,5,2.0,2,2,2,2
37,No,Travel_Rarely,367.0,Research & Development,25.0,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,7,13,3,3,9,2,3.0,6,2,1,3
27,No,Travel_Rarely,199.0,Research & Development,6.0,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,1,13,3,3,4,0,,4,2,2,2
34,No,Travel_Rarely,1400.0,Sales,,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,1,20,4,1,6,3,2.0,6,5,1,3
35,No,Travel_Rarely,528.0,Human Resources,8.0,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,1,17,3,2,6,2,1.0,5,4,1,4
29,Yes,Travel_Rarely,408.0,Sales,23.0,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,1,13,3,1,11,3,1.0,11,8,3,10
40,No,Travel_Frequently,593.0,Research & Development,9.0,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,9,17,3,3,20,3,2.0,18,7,2,13
42,Yes,Travel_Frequently,481.0,Sales,12.0,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,0,12,3,2,22,2,2.0,21,9,13,14
42,No,Travel_Rarely,647.0,Sales,4.0,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,7,13,3,4,9,3,4.0,6,4,1,5
35,No,Travel_Rarely,982.0,Research & Development,1.0,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,6,12,3,2,10,2,3.0,8,0,1,7
24,No,Travel_Rarely,477.0,Research & Development,24.0,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,8,22,4,4,6,2,3.0,4,3,1,2
28,Yes,Travel_Rarely,1485.0,Research & Development,12.0,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,1,11,3,4,1,4,2.0,1,1,0,0
26,No,Travel_Rarely,1384.0,Research & Development,3.0,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,1,22,4,2,8,2,3.0,8,7,0,7
30,No,Travel_Rarely,852.0,Sales,10.0,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,1,18,3,1,10,3,3.0,10,3,1,4
40,No,Travel_Frequently,902.0,Research & Development,,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,3,13,3,4,16,3,1.0,1,1,0,0
35,No,Travel_Rarely,819.0,Research & Development,2.0,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,2,18,3,2,15,2,4.0,7,7,6,4
34,No,Travel_Frequently,669.0,Research & Development,1.0,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,0,20,4,3,14,3,,13,9,4,9
35,No,Travel_Frequently,636.0,Research & Development,4.0,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,1,13,3,2,2,2,4.0,2,2,2,2
43,Yes,Travel_Rarely,1372.0,Sales,9.0,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,8,13,3,2,7,2,2.0,4,3,1,3
32,No,Non-Travel,862.0,Sales,2.0,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,1,12,3,3,1,3,3.0,1,0,0,0
56,No,Travel_Rarely,718.0,Research & Development,4.0,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,4,13,3,4,28,2,3.0,5,2,4,2
29,No,Travel_Rarely,1401.0,Research & Development,6.0,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,1,13,3,1,10,5,3.0,10,8,0,8
19,No,Travel_Rarely,645.0,Research & Development,9.0,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,1,25,4,3,1,4,3.0,1,1,0,0
45,No,Travel_Rarely,1457.0,Research & Development,,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,4,19,3,3,7,2,2.0,3,2,0,2
37,No,Travel_Rarely,977.0,Research & Development,,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,1,13,3,2,14,2,,14,8,3,11
20,No,Travel_Rarely,805.0,Research & Development,3.0,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,1,12,3,1,2,2,2.0,2,2,1,2
44,Yes,Travel_Rarely,1097.0,Research & Development,,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,1,11,3,3,6,4,3.0,6,4,0,2
53,No,Travel_Rarely,1223.0,Research & Development,7.0,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,3,18,3,2,26,6,3.0,7,7,4,7
29,No,Travel_Rarely,942.0,Research & Development,,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,0,18,3,1,6,2,2.0,5,4,1,3
22,Yes,Travel_Frequently,1256.0,Research & Development,3.0,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,0,11,3,2,1,5,3.0,0,0,0,0
46,No,Travel_Rarely,1402.0,Sales,2.0,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,8,23,4,1,28,2,3.0,26,15,15,9
44,No,Non-Travel,111.0,Research & Development,17.0,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2,13,3,4,6,3,3.0,0,0,0,0
33,No,Travel_Rarely,147.0,Human Resources,2.0,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,1,13,3,4,5,2,3.0,5,4,1,4
41,Yes,Non-Travel,906.0,Research & Development,,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,6,17,3,1,5,2,1.0,1,0,0,0
30,No,Travel_Rarely,1329.0,Sales,29.0,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,8,19,3,3,8,3,,4,3,0,3
40,No,Travel_Frequently,,Sales,2.0,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,5,12,3,4,5,2,3.0,0,0,0,0
50,No,Travel_Frequently,1421.0,Research & Development,2.0,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,2,22,4,3,32,3,3.0,2,2,2,2
28,No,Travel_Rarely,1179.0,Research & Development,,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,1,12,3,3,6,2,3.0,6,5,3,3
46,No,Travel_Rarely,1450.0,Research & Development,15.0,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,5,11,3,1,25,2,3.0,4,2,0,3
35,No,Travel_Rarely,1361.0,Sales,,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,3,15,3,4,15,2,3.0,7,7,1,7
24,Yes,Travel_Rarely,984.0,Research & Development,17.0,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,1,13,3,1,1,3,1.0,1,0,0,0
33,No,Travel_Frequently,1146.0,Sales,25.0,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,1,12,3,1,10,3,2.0,10,7,0,1
36,No,Travel_Rarely,917.0,Research & Development,6.0,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,1,14,3,3,7,4,3.0,7,7,1,7
30,No,Travel_Rarely,853.0,Research & Development,,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,1,13,3,1,10,4,2.0,10,7,8,9
44,No,Travel_Rarely,200.0,Research & Development,29.0,4,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,1,25,4,2,20,3,3.0,20,11,13,17
20,No,Travel_Rarely,,Sales,21.0,3,Marketing,1226,3,Male,43,4,1,Sales Representative,4,Single,1,17,3,4,2,2,3.0,2,1,2,2
46,No,Travel_Rarely,150.0,Research & Development,,4,Technical Degree,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,2,11,3,3,12,3,,6,3,1,4
42,No,Non-Travel,179.0,Human Resources,2.0,5,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,7,16,3,1,10,3,4.0,4,3,0,3
60,No,Travel_Rarely,696.0,Sales,7.0,4,Marketing,1233,2,Male,52,4,2,Sales Executive,4,Divorced,0,18,3,2,12,3,3.0,11,7,1,9
32,No,Travel_Frequently,116.0,Research & Development,13.0,3,Other,1234,3,Female,77,2,1,Laboratory Technician,2,Married,1,20,4,3,2,2,3.0,2,2,2,2
32,No,Travel_Frequently,,Research & Development,,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,4,14,3,4,10,2,3.0,8,7,0,7
36,No,Travel_Rarely,363.0,Research & Development,1.0,3,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,2,21,4,3,17,2,3.0,7,7,7,7
33,No,Travel_Rarely,117.0,Research & Development,,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,0,13,3,2,15,5,,14,10,4,10
40,No,Travel_Rarely,107.0,Sales,10.0,3,Technical Degree,1239,2,Female,84,2,2,Sales Executive,2,Divorced,7,12,3,2,7,2,4.0,5,1,1,3
25,No,Travel_Rarely,1356.0,Sales,10.0,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,0,14,3,2,5,4,3.0,4,3,1,1
30,No,Travel_Rarely,1465.0,Research & Development,1.0,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,0,21,4,1,12,2,,11,9,5,7
42,No,Travel_Frequently,458.0,Research & Development,26.0,5,Medical,1242,1,Female,60,3,3,Research Director,1,Married,3,17,3,3,20,6,3.0,1,0,0,0
35,No,Non-Travel,1212.0,Sales,,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,4,11,3,2,16,6,2.0,13,2,4,12
27,No,Travel_Rarely,1103.0,Research & Development,14.0,3,Life Sciences,1244,1,Male,42,3,1,Research Scientist,1,Married,1,14,3,4,9,3,2.0,9,7,6,8
54,No,Travel_Frequently,966.0,Research & Development,1.0,4,Life Sciences,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,7,17,3,1,33,2,1.0,5,4,1,4
44,No,Travel_Rarely,1117.0,Research & Development,,1,Life Sciences,1246,1,Female,72,4,1,Research Scientist,4,Married,1,13,3,4,10,5,3.0,10,5,7,7
19,Yes,Non-Travel,504.0,Research & Development,,3,Medical,1248,1,Female,96,2,1,Research Scientist,2,Single,1,25,4,2,1,2,4.0,1,1,0,0
29,No,Travel_Rarely,1010.0,Research & Development,1.0,3,Life Sciences,1249,1,Female,97,3,1,Research Scientist,4,Divorced,1,15,3,1,3,5,3.0,3,2,1,2
54,No,Travel_Rarely,685.0,Research & Development,3.0,3,Life Sciences,1250,4,Male,85,3,4,Research Director,4,Married,3,14,3,1,36,2,3.0,10,9,0,9
31,No,Travel_Rarely,1332.0,Research & Development,11.0,2,Medical,1251,3,Male,80,3,2,Healthcare Representative,1,Married,1,12,3,4,6,2,2.0,6,5,0,1
31,No,Travel_Rarely,1062.0,Research & Development,,3,Medical,1252,3,Female,96,2,2,Healthcare Representative,1,Single,1,19,3,2,10,2,3.0,10,9,1,8
