Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
M,1.45,1.15,0.3875,40.80910525,19.03668925,7.7394135,8.37727725,10
I,1.1875,0.9375,0.275,12.927372,5.159609,2.8066005,4.53592,9
M,1.3,1,0.3,23.3316385,8.448151,5.11708475,7.5126175,15
M,1.175,0.925,0.3375,15.5071765,6.293589,3.75630875,4.819415,12
F,1.125,0.8625,0.3,11.80756675,4.69184225,2.6932025,3.8271825,9
I,1.1375,0.9125,0.3375,12.5021295,4.29494925,3.30271675,4.1106775,9
M,1.7875,1.375,0.475,56.82657275,29.66775175,11.5382465,14.38737125,12
I,0.525,0.425,0.1125,1.34660125,0.5386405,0.3118445,0.3685435,5
I,0.6875,0.5375,0.1875,3.27436725,1.37495075,0.8221355,0.9922325,7
I,0.7,0.5125,0.2,3.6003865,1.474174,1.1056305,1.190679,9
F,1.6125,1.2875,0.4375,43.828327,19.94387325,10.3475675,11.7650425,10
F,1.575,1.225,0.5625,37.874932,19.29183475,7.3425205,9.19941275,10
F,1.5,1.15,0.375,35.0116325,17.08057375,7.767763,8.221355,8
I,1.3,1,0.275,16.9246515,8.32057825,3.27436725,4.53592,8
I,0.7625,0.55,0.175,3.9972795,1.757669,0.8788345,1.0489315,5
I,1.025,0.8125,0.25,9.19941275,3.742134,2.041164,3.005047,6
M,1.375,1.05,0.3625,20.93610575,9.1001895,4.20990075,7.144074,11
M,1.425,1.1,0.3625,24.99008425,10.21999475,5.54232725,7.75358825,10
M,1.55,1.175,0.3625,30.80173175,14.4865945,7.69688925,7.27164675,10
M,1.35,1.025,0.325,15.87572,6.73300625,3.01922175,4.9611625,7
M,1.5625,1.1875,0.4375,38.00250475,18.597272,8.0229085,9.5537815,10
I,1.1,0.85,0.25,10.7444605,4.89028875,2.31048425,2.8632995,7
M,1.7125,1.375,0.475,53.4388075,25.231055,11.623295,13.87708025,10
F,1.55,1.25,0.4375,33.622507,14.13222575,8.54737425,9.922325,12
M,1.3625,1.0875,0.3625,26.60600575,10.44679075,3.52951275,9.7805775,11
I,0.9875,0.75,0.3,8.49067525,3.58621175,1.927766,2.53728025,8
F,1.3875,1.0875,0.4125,27.499015,9.525432,6.56290925,8.3631025,17
M,1.2,0.95,0.325,17.50581625,8.50485,4.025629,4.9611625,12
F,1.6,1.25,0.425,43.02036625,19.6462035,9.241937,11.5949455,11
M,1.05,0.85,0.2875,11.94931425,4.9611625,2.6365035,3.8271825,8
M,1.5375,1.175,0.375,30.83008125,14.10387625,8.0229085,7.61184075,9
F,1.4625,1.1875,0.4125,29.8520235,12.984071,6.1518415,8.50485,11
M,1.55,1.275,0.4375,45.7844425,14.47241975,5.443104,19.1359125,12
F,1.45,1.125,0.3625,32.2333815,15.83319575,6.23689,8.221355,8
M,1.4625,1.225,0.4625,33.1972645,14.798439,7.18659825,9.4970825,10
I,0.8625,0.6375,0.2375,5.51397775,2.62232875,1.0489315,1.5592225,6
I,1.5375,1.1875,0.325,23.88445375,10.0073735,5.42892925,7.1157245,8
I,1.275,1,0.3625,16.37183625,6.5487345,4.0539785,5.0178615,9
I,1.3625,0.9375,0.3,15.3937785,6.73300625,3.27436725,4.89028875,8
I,0.9375,0.7125,0.25,6.7755305,2.9766975,1.57339725,1.984465,8
M,1.15,0.95,0.3375,13.664459,5.8683465,3.47281375,4.1106775,10
I,1.3125,1.075,0.375,20.87940675,9.14271375,4.5642695,6.0951425,11
F,1.55,1.2,0.45,34.62891425,16.499409,7.64019025,8.8733935,12
I,0.9,0.625,0.2875,13.1825175,5.953395,2.99087225,3.628736,7
M,1.4125,1.1125,0.375,22.566202,10.30504325,5.216308,6.2085405,8
I,1.3125,1,0.35,17.0380495,7.44174375,3.64291075,5.20213325,9
I,1.1,0.8125,0.25,11.80756675,5.2446575,2.45223175,3.118445,6
M,1.3875,1.025,0.3125,16.9813505,6.64795775,4.15320175,5.499803,8
I,1.4375,1.125,0.3125,22.11261,9.28446125,5.329706,6.6621325,9
M,1.225,0.9625,0.3125,18.3988255,9.07184,3.515338,4.80524025,8
I,1.3,1.025,0.35,18.78154375,7.86698625,4.40834725,5.556502,11
I,0.8875,0.675,0.1875,5.03203625,2.2396105,0.89300925,1.530873,6
F,1.5,1.1625,0.375,31.25532375,15.46465225,7.427569,7.087375,8
F,1.575,1.2375,0.4125,37.06697125,16.9813505,8.051258,8.9300925,11
I,1.3375,1.125,0.425,22.1409595,8.66077225,4.40834725,8.3631025,11
M,1.55,1.2125,0.3875,29.18581025,12.0485375,6.56290925,9.4970825,12
I,0.8,0.6,0.175,3.7704835,1.65844575,0.72291225,1.1623295,6
I,1.525,1.225,0.4,32.72949775,16.62698175,6.76135575,8.26387925,11
M,1.525,1.2,0.375,32.58775025,15.989118,7.767763,7.484268,8
M,1.45,1.125,0.4,24.59319125,11.15552825,6.2652395,6.0951425,9
F,1.225,0.9125,0.325,19.37688325,4.6776675,3.72795925,5.8116475,21
F,1.25,0.9625,0.325,21.772416,7.44174375,2.6932025,7.654365,13
F,1.6875,1.275,0.375,33.92017675,13.4660125,8.618248,10.942907,11
M,1.2375,0.9375,0.3875,27.669112,12.757275,6.47786075,7.01650125,9
I,1.475,1.15,0.3625,25.55707425,11.8784405,5.06038575,7.37087,11
M,1.5375,1.2625,0.4125,33.0838665,13.87708025,8.37727725,9.7805775,10
I,1.4,1.05,0.35,23.7285315,11.736693,6.066793,5.6699,8
F,1.6,1.275,0.4125,42.127357,21.53144525,9.412034,9.1001895,8
F,1.6125,1.25,0.4,35.33765175,15.52135125,9.2702865,8.50485,10
I,1.05,0.8,0.275,10.27669375,4.932813,1.80019325,2.9766975,7
F,1.4875,1.2375,0.5875,38.725417,14.35902175,6.2085405,14.74174,13
M,1.425,1.15,0.375,29.41260625,15.35125425,5.76912325,7.087375,9
M,1.1375,0.85,0.3375,13.097469,4.74854125,4.479221,3.40194,9
F,0.8125,0.65,0.225,5.42892925,2.4097075,1.020582,1.757669,7
I,0.5,0.3875,0.1,1.23320325,0.43941725,0.2551455,0.1984465,4
M,1.3375,1.05,0.3125,21.659018,8.845044,4.26659975,7.5126175,11
M,1.25,0.9375,0.325,20.4399895,8.66077225,4.89028875,6.23689,14
I,0.9125,0.6875,0.225,6.64795775,3.061746,1.4458245,1.77184375,7
M,1.425,1.0875,0.425,24.7491135,10.829509,5.1879585,7.66853975,10
F,1.1125,0.8375,0.35,12.94154675,5.06038575,3.231843,3.96893,11
I,0.8125,0.6125,0.1875,4.23825025,1.71514475,0.9355335,1.2757275,5
I,1.375,1.0625,0.3375,18.597272,7.2858215,4.819415,5.7549485,10
F,1.875,1.4125,0.5375,54.941331,21.92833825,13.67863375,16.3009625,11
I,1.1,0.85,0.2625,10.4609655,4.649318,2.26796,2.87747425,5
I,0.925,0.6875,0.35,6.27941425,2.7499015,1.28990225,1.74349425,6
F,1.6125,1.3,0.45,36.4291075,16.37183625,9.979024,8.9867915,9
M,1.5125,1.225,0.4125,31.87901275,13.947954,6.293589,10.07824725,11
F,0.9,0.6625,0.225,5.85417175,2.211261,1.6159215,1.70097,8
F,1.4125,1.125,0.4875,28.44872325,11.509897,7.10154975,8.0796075,15
I,1.1125,0.8125,0.25,10.716111,5.08873525,2.83495,2.5231055,7
I,1.25,0.9875,0.35,17.61921425,8.29222875,3.41611475,5.5281525,9
M,1.25,0.95,0.3125,16.3576615,7.6260155,3.58621175,4.35164825,9
F,1.775,1.35,0.5125,44.80638475,22.736299,8.1363065,12.3320325,10
M,1.9125,1.5,0.55,65.260549,28.5479465,14.4298955,17.59086475,12
I,1.275,0.975,0.3125,16.9246515,8.3064035,3.58621175,4.40834725,8
F,1.3625,1.0375,0.4,21.87163925,7.711064,4.12485225,7.83863675,10
M,1.5375,1.2625,0.4125,37.98833,15.06775925,7.98038425,11.623295,12
I,0.9375,0.7,0.2125,6.08096775,2.42388225,1.37495075,2.041164,7
F,0.9875,0.75,0.2625,9.56795625,4.06815325,2.14038725,2.778251,12
F,1.4375,1.1125,0.35,26.6768795,10.90038275,7.144074,8.0796075,9
F,1.4875,1.1,0.3375,27.328918,14.18892475,4.86193925,7.29999625,10
F,1.4125,1.125,0.4625,26.32251075,8.561549,5.11708475,7.5126175,12
M,1.1375,0.875,0.2625,11.3681495,4.46504625,2.3530085,3.8271825,9
F,1.075,0.8125,0.2875,10.95708175,4.18155125,3.01922175,3.118445,11
M,1.225,0.975,0.375,16.2442635,6.3786375,3.515338,4.819415,21
F,1.125,0.9,0.3125,14.35902175,6.293589,2.9766975,4.53592,10
F,1.15,0.825,0.375,15.09610875,5.91087075,5.11708475,3.5436875,10
M,1.525,1.125,0.375,24.6924145,11.5382465,5.20213325,7.087375,10
M,0.7125,0.525,0.1875,3.35941575,1.5592225,0.80796075,1.13398,7
M,1.25,0.95,0.3875,18.71067,7.52679225,3.86970675,6.0951425,19
M,1.5625,1.2,0.45,34.6714385,16.0174675,8.43397625,9.56795625,10
M,1.125,0.8875,0.2875,13.5794105,6.02426875,2.96252275,4.252425,8
I,1.375,1.1125,0.3625,22.1976585,8.63242275,4.4508715,7.5126175,11
M,1.2875,1.0875,0.3625,24.99008425,8.278054,5.839997,7.2291225,10
F,1.375,1.0375,0.3375,21.9708625,8.561549,5.0745605,7.37087,23
M,1.225,0.9875,0.35,15.5638755,6.27941425,3.61456125,4.252425,11
I,1.55,1.225,0.4,30.220567,12.643877,6.973977,8.6465975,11
I,1.4375,1.125,0.3625,24.720764,13.25339125,5.10291,6.1518415,9
M,1.6125,1.2875,0.4,33.57998275,14.344847,8.8166945,9.4970825,9
F,1.625,1.25,0.4125,32.44600275,13.7495075,6.180191,10.3475675,12
F,1.425,1.1125,0.375,28.2077525,14.288148,5.2446575,7.10154975,9
M,1.5125,1.225,0.3875,32.6869735,14.2597985,7.10154975,8.3631025,15
F,0.7625,0.5625,0.175,4.20990075,1.65844575,0.94970825,1.2757275,7
M,1.75,1.325,0.475,37.37881575,15.535526,6.6054335,11.90679,18
M,1.4875,1.175,0.3875,34.06192425,13.947954,10.95708175,7.5126175,10
I,0.6,0.4375,0.1625,1.88524175,0.8788345,0.38271825,0.4819415,3
M,1.775,1.375,0.5,53.99162275,25.004259,12.47378,14.17475,13
M,1.5625,1.175,0.45,32.205032,12.7856245,9.19941275,8.6465975,11
F,1.5375,1.2125,0.4,32.81454625,14.18892475,7.07320025,8.9300925,10
I,0.9375,0.6875,0.225,6.747181,3.04757125,1.54504775,1.984465,6
F,1.7,1.25,0.4625,49.3564795,21.72989175,9.22776225,13.28174075,12
I,1.475,1.1125,0.3375,21.87163925,9.298636,4.94698775,6.520385,9
M,1.4375,1.125,0.325,22.2543575,9.015141,5.4714535,6.42116175,9
I,1.325,0.9875,0.325,16.3009625,7.0023265,3.2601925,5.1879585,9
F,1.45,1.15,0.375,31.62386725,15.80484625,6.39281225,8.221355,7
I,1.175,0.95,0.3125,13.73533275,5.9817445,3.04757125,4.025629,6
I,1.225,0.9375,0.3125,15.43630275,7.9095105,3.2601925,3.685435,8
F,1.225,1,0.2875,16.1308655,7.257472,3.75630875,4.1106775,9
F,1.3625,1.075,0.4125,22.736299,8.32057825,5.1879585,7.93786,11
F,1.2625,0.95,0.3625,18.4555245,8.32057825,5.386405,4.819415,12
I,1.025,0.775,0.225,9.6104805,4.3941725,1.97029025,2.551455,7
M,1.375,1.125,0.4375,31.14192575,10.67358675,6.0951425,11.3398,14
F,1.4625,1.1875,0.4625,27.17299575,11.75086775,4.57844425,9.355335,11
M,1.025,0.8375,0.2875,12.48795475,5.386405,2.4097075,3.8271825,8
F,1.675,1.3625,0.4375,48.3925965,19.83047525,10.9712565,16.3009625,13
F,1.5625,1.225,0.275,32.205032,14.92601175,5.42892925,8.29222875,9
I,1.2875,0.9625,0.3125,17.33571925,9.00096625,3.58621175,4.252425,8
F,1.5375,1.1875,0.3875,28.462898,12.68640125,5.4714535,8.20718025,10
I,1.025,0.8375,0.2625,9.36950975,3.98310475,1.814368,2.9766975,7
I,0.975,0.75,0.2625,7.3425205,2.70737725,1.077281,2.4097075,8
M,1.3125,1,0.325,17.633389,7.52679225,4.1673765,5.216308,9
M,1.55,1.25,0.5,34.6147395,13.05494475,7.4559185,12.190285,12
I,1.2875,0.9,0.3125,13.39513875,5.14543425,3.5436875,3.912231,9
I,0.7875,0.6,0.2125,4.86193925,2.0128145,0.97805775,1.51669825,7
M,1.475,1.25,0.4125,31.31202275,12.94154675,6.87475375,9.63883,15
M,1.175,0.9375,0.3,15.77649675,6.406987,3.458639,5.5281525,12
F,1.6875,1.3,0.4375,42.354153,20.87940675,8.66077225,10.489315,9
I,1.4,1.1125,0.4125,29.15746075,12.85649825,7.1724235,7.7961125,11
F,1.8,1.4875,0.5625,55.8201655,22.80717275,11.9918385,18.71067,16
F,1.575,1.2625,0.4125,30.1922175,13.02659525,6.123492,8.9300925,12
M,1.5,1.1875,0.475,30.83008125,11.4248485,7.52679225,9.2135875,14
F,1.6,1.25,0.45,42.51007525,16.8112535,8.901743,12.2186345,11
M,1.375,0.9625,0.325,20.62426125,9.7238785,4.60679375,5.386405,8
I,0.7625,0.6125,0.1875,4.422522,1.91359125,1.077281,1.2757275,7
M,1.2875,1.0625,0.3625,26.54930675,14.0897015,5.1312595,6.19436575,8
M,1.575,1.2875,0.3875,35.6920205,11.63746975,5.5848515,11.623295,13
M,1.5375,1.2375,0.5,34.5580405,15.989118,6.4353365,11.01378075,10
F,1.325,1.025,0.325,19.74542675,8.561549,5.48562825,5.6699,10
I,1.325,1.0625,0.325,21.75824125,11.8784405,3.41611475,5.953395,9
F,1.325,0.9875,0.3625,21.9708625,8.731646,4.7910655,7.2291225,7
M,1.3125,1.0625,0.3,19.901349,9.45455825,4.15320175,6.23689,12
M,1.0625,0.7875,0.3125,9.99319875,3.21766825,1.60174675,3.685435,18
F,1.6375,1.15,0.4,42.354153,19.54698025,9.3836845,5.17378375,9
F,1.1625,0.8875,0.2875,13.33843975,5.54232725,3.345241,3.572037,7
I,0.8625,0.7125,0.25,6.30776375,2.45223175,1.644271,2.1262125,8
M,1.4625,1.1625,0.375,27.78251,12.23280925,7.21494775,7.0023265,9
I,1.1125,0.8625,0.325,11.55242125,3.86970675,1.82854275,5.10291,11
F,1.4375,1.15,0.475,28.179403,11.113004,6.87475375,9.63883,13
F,1.25,0.95,0.35,18.01610725,7.8528115,4.0539785,5.06038575,8
F,1.3125,1,0.325,19.83047525,8.83086925,3.7137845,6.3219385,9
F,1.55,1.2125,0.55,42.8360945,14.44407025,8.051258,14.458245,17
I,0.9375,0.7125,0.225,7.2858215,2.96252275,1.757669,2.1262125,7
M,1.45,1.175,0.4125,28.27862625,11.15552825,6.860579,9.355335,10
M,0.9125,0.7375,0.2,7.24329725,2.7499015,1.2190285,2.83495,7
M,1.4625,1.275,0.4,34.529691,18.1153305,6.8322295,8.50485,11
M,1.5375,1.2,0.4375,31.694741,12.643877,9.05766525,8.50485,9
F,1.5625,1.3125,0.5375,44.69298675,14.50076925,7.35669525,18.8524175,16
I,1.3,0.95,0.3125,15.71979775,8.164656,3.67126025,4.7343665,8
M,1.575,1.3125,0.4875,37.23706825,13.99047825,7.27164675,13.1825175,10
M,1.625,1.2375,0.4,36.967748,16.159215,8.845044,10.56018875,9
F,1.175,0.9375,0.3,17.05222425,7.83863675,4.12485225,3.8271825,8
I,1.2875,1,0.3375,19.74542675,9.07184,3.55786225,4.9611625,9
M,1.725,1.375,0.45,47.95317925,18.86659225,11.396499,14.17475,11
M,1.375,1.075,0.4,26.35086025,8.9867915,4.91863825,10.0640725,13
F,1.3375,1.0875,0.4,22.97726975,8.94426725,5.08873525,6.80388,10
M,1.4125,1.1,0.4625,25.7696955,9.752228,6.59125875,7.2291225,15
F,1.4125,1.15,0.375,24.84833675,9.79475225,5.45727875,7.7961125,10
F,1.5,1.175,0.375,26.138239,10.2908685,5.499803,8.6465975,10
I,1.1,0.8125,0.225,9.922325,4.195726,1.8994165,2.9766975,7
M,1.3875,1,0.325,20.05727125,9.412034,4.49339575,5.10291,7
M,1.425,1.15,0.35,27.03124825,12.65805175,5.85417175,6.9456275,12
M,1.3625,1.05,0.3,22.29688175,11.4248485,5.2446575,4.819415,7
M,1.0625,0.8125,0.2375,10.73028575,4.83358975,2.26796,2.83495,7
I,1.4375,1.0625,0.3375,22.58037675,10.319218,5.556502,6.7755305,10
F,1.375,1.0625,0.3375,24.13959925,10.262519,5.556502,7.654365,14
M,1.7375,1.35,0.4875,47.9390045,21.772416,10.2908685,13.48018725,11
I,1.0875,0.8125,0.275,10.4042665,4.52174525,2.26796,2.9766975,6
M,1.075,0.825,0.2375,9.63883,3.72795925,2.4097075,3.175144,14
F,1.6,1.25,0.375,30.34813975,10.5176645,7.66853975,10.20582,8
I,1.05,0.8,0.2875,11.5949455,5.82582225,2.65067825,2.9766975,8
M,1.0375,0.7875,0.3,11.38232425,5.6415505,2.4664065,2.7499015,8
I,0.8,0.6375,0.25,4.97533725,2.0695135,1.17650425,1.8427175,7
I,0.9875,0.75,0.225,7.1724235,3.27436725,1.417475,2.1262125,6
I,0.7,0.525,0.1625,3.1467945,1.20485375,0.80796075,0.850485,6
F,1.275,0.925,0.525,33.5374585,14.401546,8.278054,9.7238785,9
M,1.35,1.0375,0.425,24.9192105,9.6104805,5.896696,7.2291225,10
I,1.15,0.875,0.2625,10.50348975,4.46504625,2.1829115,3.231843,9
M,1.425,1.125,0.4,24.42309425,10.56018875,6.16601625,7.2291225,12
M,1.25,1.0125,0.3875,21.885814,9.808927,4.35164825,6.9456275,12
I,1.2875,0.975,0.35,15.74814725,5.6699,3.21766825,6.33611325,12
I,0.6875,0.4875,0.1625,3.005047,1.530873,0.56699,0.793786,6
I,1.1625,0.8125,0.35,21.58814425,10.262519,4.35164825,5.9250455,10
F,1.625,1.2625,0.4125,32.88542,13.56523575,7.767763,9.8939755,11
F,1.45,1.0875,0.35,27.0170735,13.4660125,6.13766675,5.93922025,9
M,1.6,1.25,0.425,41.23434775,18.200379,10.13494625,10.035723,9
F,1.675,1.375,0.3875,44.395317,24.323871,9.6104805,10.035723,10
I,0.85,0.625,0.1875,5.00368675,2.22543575,1.14815475,1.417475,7
F,1.2375,0.95,0.3,16.2442635,7.52679225,3.64291075,4.082328,7
F,1.6625,1.2875,0.4625,38.00250475,15.86154525,8.3064035,12.40290625,11
F,0.9375,0.675,0.3375,16.9246515,7.711064,3.7137845,4.74854125,7
I,1.4375,1.125,0.425,26.40755925,10.149121,6.08096775,7.37087,13
I,1,0.6625,0.25,7.86698625,3.52951275,1.71514475,2.26796,9
M,1.4875,1.1375,0.375,29.596878,14.685041,6.25106475,7.654365,9
I,1.1125,0.85,0.3625,12.303683,5.51397775,2.56562975,3.685435,7
I,1.275,1.0125,0.3375,21.8007655,10.36174225,4.49339575,5.10291,7
I,1.0125,0.75,0.2625,8.618248,4.12485225,1.7293195,2.28213475,6
M,0.875,0.6875,0.275,8.29222875,3.47281375,1.80019325,2.56562975,8
M,1.3625,1.025,0.35,17.7184375,6.3219385,4.53592,6.6621325,13
F,1.25,1,0.35,18.75319425,7.27164675,4.97533725,6.23689,8
F,1.75,1.3125,0.475,45.40172425,20.0430965,10.3475675,12.190285,10
M,0.85,0.6875,0.225,5.85417175,2.05533875,1.2190285,1.984465,10
I,0.6375,0.4875,0.175,2.08368825,0.72291225,0.56699,0.7087375,6
I,0.7375,0.5375,0.2125,3.628736,1.3891255,0.963883,1.13398,6
I,1.5,1.1125,0.3375,26.09571475,12.6155275,5.76912325,7.1724235,9
M,1.375,1.125,0.325,26.08154,10.716111,6.76135575,8.221355,11
F,1.1,0.825,0.2875,11.35397475,4.0539785,3.2034935,3.40194,8
I,1.1625,0.925,0.275,12.6155275,4.63514325,2.721552,4.706017,7
M,1.1875,0.925,0.3125,14.44407025,6.13766675,3.18931875,4.6776675,9
I,0.9625,0.75,0.225,7.0023265,3.47281375,1.247378,1.91359125,5
M,1.675,1.35,0.4375,42.013959,20.9502805,8.29222875,10.3475675,10
M,0.825,0.5875,0.225,4.6209685,1.74349425,0.963883,1.5592225,10
M,1.025,0.8125,0.25,10.07824725,4.139027,2.041164,2.9766975,9
I,1.025,0.7625,0.225,10.02154825,4.4508715,2.11203775,2.83495,7
F,1.45,1.1375,0.4125,32.21920675,10.4609655,8.51902475,7.7961125,13
F,1.575,1.25,0.4375,31.48211975,13.2392165,7.597666,9.3269855,10
M,1.525,1.25,0.4125,36.04638925,13.93377925,5.2446575,13.891255,12
M,0.9625,0.6375,0.25,9.00096625,3.8838815,1.927766,2.608154,8
F,1.425,1.125,0.375,27.34309275,15.0535845,5.3580555,5.9250455,9
M,1.4125,1.1625,0.375,31.99241075,10.6877615,9.99319875,9.355335,16
I,1.45,1.1125,0.425,33.395711,11.15552825,6.13766675,8.9300925,20
M,1.15,0.9375,0.3375,13.99047825,5.273007,2.39553275,4.819415,12
I,1.3625,1.075,0.35,21.885814,8.1930055,5.386405,7.41339425,8
I,1.45,1.225,0.4875,37.32211675,15.03940975,7.200773,11.623295,18
F,1.275,1,0.3,19.85882475,9.8372765,3.13261975,5.5281525,10
I,0.7875,0.5875,0.1375,4.2807745,1.8427175,0.7654365,1.1056305,6
M,1.4375,1.1625,0.3,29.86619825,14.628342,6.19436575,6.6621325,9
M,1.4375,1.1375,0.4625,32.772022,15.66309875,6.8889285,8.3631025,13
F,1.3,1.0125,0.2875,21.999212,9.07184,5.23048275,6.23689,8
F,1.275,0.95,0.325,16.556108,6.350288,3.84135725,5.2446575,13
M,1.5,1.15,0.375,35.3518265,15.12445825,7.75358825,8.221355,9
M,1.375,1.0875,0.275,22.849697,9.68135425,5.7549485,6.0951425,9
F,1.6125,1.275,0.45,45.91201525,22.15513425,9.128539,13.25339125,12
F,1.275,1,0.3125,15.4504775,7.3992195,3.2601925,3.92640575,6
M,1.5375,1.2375,0.3875,36.47163175,12.3320325,8.3064035,9.19941275,11
I,1.675,1.2125,0.4375,35.62114675,15.18115725,9.128539,10.942907,9
F,1.575,1.25,0.45,33.92017675,14.571643,6.59125875,11.32562525,8
M,1.4625,1.1375,0.3875,32.1199835,15.63474925,6.3219385,8.6465975,12
F,1.375,1.1,0.3125,21.6873675,9.355335,6.02426875,6.9456275,9
I,1.1875,0.9,0.275,13.947954,5.9817445,3.118445,4.252425,8
F,1.55,1.2,0.425,31.31202275,15.1669825,7.087375,8.1363065,10
F,1.6125,1.3125,0.475,51.27007075,19.94387325,11.01378075,11.1980525,18
F,1.8625,1.4625,0.475,55.735117,23.91280325,12.3887315,16.59863225,18
I,0.8,0.575,0.15,3.6570855,1.74349425,0.77961125,1.00640725,7
F,1.5,1.125,0.375,27.28639375,12.40290625,6.30776375,7.86698625,9
F,1.2625,1.025,0.375,18.257078,8.0796075,4.1106775,5.953395,11
F,1.2375,0.9625,0.325,19.57532975,8.85921875,5.0745605,4.9611625,10
M,1.4875,1.15,0.3875,29.199985,12.11941125,5.8683465,9.36950975,10
M,1.4625,1.15,0.4625,26.138239,10.30504325,6.0384435,8.0796075,10
F,1.1375,0.8875,2.825,16.839603,9.412034,3.288542,3.78465825,8
F,1.2625,1.025,0.3375,18.6256215,8.2497045,3.7704835,5.5281525,15
I,1.4,1.1375,0.3625,27.612413,15.5071765,4.57844425,6.6621325,9
F,1.6875,1.425,0.5625,44.9906565,20.9502805,8.49067525,12.3320325,10
I,0.975,0.725,0.225,7.44174375,3.3168915,1.530873,2.1829115,7
F,1.475,1.1125,0.325,32.10580875,10.84368375,6.633783,9.07184,13
M,1.4375,1.125,0.4,27.0737725,12.47378,4.77689075,7.654365,16
F,1.225,0.975,0.3375,16.40018575,6.98815175,3.4869885,5.6699,13
M,1.65,1.3375,0.5,50.7739545,20.7801835,9.015141,15.30873,15
M,1.3875,1.0875,0.3625,26.09571475,11.453198,6.44951125,7.2291225,8
M,1.7125,1.3375,0.3875,39.24988275,18.75319425,6.08096775,11.55242125,10
I,0.8875,0.7125,0.2375,6.44951125,2.70737725,1.34660125,2.02698925,6
M,1.3875,1.075,0.4125,21.47474625,7.75358825,4.63514325,7.7961125,13
F,1.45,1.0625,0.375,23.926978,10.33339275,5.2446575,7.66853975,9
F,1.6125,1.3125,0.475,41.48949325,18.75319425,9.73805325,12.3320325,19
M,1.3375,1.025,0.3375,24.437269,8.09378225,4.32329875,9.07184,14
F,1.625,1.3,0.4875,36.3157095,16.96717575,6.973977,10.84368375,10
I,1.375,1.0375,0.3375,22.94892025,8.46232575,5.71242425,7.93786,12
F,1.6,1.2625,0.4125,34.68561325,14.78426425,7.64019025,10.20582,10
M,1.3375,1.05,0.3625,22.4244545,9.355335,5.3580555,7.087375,10
I,1.4375,1.0875,0.325,22.8213475,8.94426725,6.10931725,6.9456275,10
I,0.875,0.625,0.175,5.10291,1.85689225,1.360776,1.530873,6
M,1.675,1.2625,0.4,35.67784575,17.73261225,8.8166945,8.731646,12
F,1.4375,1.0875,0.3875,25.44367625,11.66581925,6.59125875,6.520385,9
M,1.3,1,0.4125,24.28134675,7.78193775,5.6982495,5.953395,12
F,1.1125,0.8375,0.275,12.34620725,5.74077375,3.10427025,3.38776525,6
I,0.875,0.625,0.175,4.55009475,2.02698925,0.94970825,1.304077,6
I,0.6875,0.5,0.1625,2.608154,1.09145575,0.66621325,0.7654365,5
F,1.4375,1.05,0.475,50.008518,25.911443,10.6877615,11.60912025,10
F,1.475,1.1875,0.3875,27.54153925,10.5176645,6.6621325,7.93786,11
I,1.575,1.1875,0.3625,30.06464475,14.64251675,6.22271525,7.93786,10
F,1.6,1.2,0.3625,31.59551775,14.401546,6.80388,9.63883,10
F,1.3375,1.05,0.325,19.8163005,8.85921875,4.43669675,5.76912325,8
F,1.4375,1.15,0.4125,30.1922175,14.13222575,6.08096775,7.98038425,8
I,1.1875,0.9,0.3125,13.90542975,5.8116475,3.69960975,3.5436875,8
I,0.9375,0.6875,0.2375,6.50621025,2.6932025,1.54504775,1.871067,7
F,1.3625,1.0375,0.375,20.79435825,7.92368525,4.6209685,6.19436575,11
I,1.35,1.0375,0.3875,19.901349,9.128539,4.7343665,5.386405,10
I,1.175,0.9375,0.3125,14.81261375,6.42116175,2.948348,4.592619,8
F,1.5,1.1875,0.4,29.10076175,13.7495075,7.07320025,7.27164675,9
I,1.2,0.875,0.2625,18.0019325,9.979024,3.6003865,3.8271825,6
I,1.375,1.05,0.3375,23.133192,11.32562525,4.20990075,6.520385,12
M,0.9875,0.7625,0.2625,7.994559,2.76407625,1.8427175,2.721552,9
M,0.8125,0.575,0.225,4.1673765,1.70097,0.963883,1.2757275,4
M,1.1875,0.8875,0.3125,13.11164375,5.273007,3.0333965,4.1106775,9
I,0.9625,0.7,0.2375,7.2858215,3.3735905,1.6726205,1.984465,7
I,1.3125,0.975,0.3,18.824068,8.83086925,4.1673765,5.046211,9
F,1.4,1.1125,0.4875,27.8108595,8.6465975,6.36446275,9.4970825,16
I,1.225,0.975,0.3,14.4865945,6.25106475,2.9199985,4.94698775,9
F,1.5,1.1875,0.425,30.844256,13.90542975,7.01650125,8.788345,10
M,1.45,1.125,0.3,24.62154075,11.850091,4.18155125,7.38504475,8
F,1.8,1.4125,0.425,45.7277435,20.4966885,9.22776225,14.01882775,12
M,1.675,1.375,0.425,35.3518265,13.380964,6.95980225,11.3398,21
M,1.175,0.925,0.45,14.458245,5.42892925,3.64291075,4.60679375,9
M,1.125,0.875,0.325,13.19669225,5.88252125,2.96252275,3.8271825,8
I,1.1875,0.875,0.3125,11.97766375,5.40057975,2.2396105,3.84135725,9
I,0.6625,0.4875,0.15,2.608154,0.97805775,0.7087375,0.69456275,6
M,1.375,1.05,0.425,23.99785175,9.525432,6.81805475,6.9456275,13
