squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category
21522,93,0,1,11,25640,8,8,2008,1,0,2259,4540,804,1,4,2157060.8,Basic
79298,57,0,1,64,58496,6,3,2007,1,0,2025,4962,824,1,4,7935780.7,Basic
6481,86,1,1,60,13724,10,10,2017,1,1,3579,325,517,1,9,660339.7,Luxury
87204,87,0,0,90,77296,3,1,2007,1,1,6225,8458,192,0,4,8729160.7,Basic
19526,16,0,1,55,29130,8,2,1999,1,1,5752,6845,562,1,0,1962173.9,Basic
61527,63,0,0,49,693,10,6,2007,1,1,464,7911,705,1,0,6157867.7,Basic
52141,9,0,0,35,66739,9,4,2010,0,1,8712,3429,487,1,6,5215581,Basic
45370,56,1,1,28,80545,7,5,2011,0,1,7717,5701,583,0,9,4545472.1,Basic
38511,71,0,0,27,72402,5,3,2005,1,0,9764,768,123,0,3,3852614.5,Basic
54462,3,1,1,36,36807,2,5,2001,0,0,5999,9800,800,0,7,5458103.1,Basic
83847,31,0,0,73,14048,7,3,2008,0,0,8793,7600,759,1,9,8386564.8,Basic
70213,9,0,1,32,15250,6,8,1991,1,0,3866,9959,322,1,2,7025651.1,Basic
22328,37,1,1,54,87860,4,6,2008,0,1,5198,4912,827,1,6,2243514.8,Basic
72870,25,1,1,29,9417,7,7,2007,1,0,1533,5684,167,0,7,7293420.7,Luxury
34980,16,1,1,84,27775,3,8,2016,0,1,2449,6895,129,0,3,3507649.6,Basic
73136,77,1,0,88,95018,9,9,2006,1,1,1730,5017,967,0,4,7325694.6,Luxury
90087,29,0,1,80,89232,8,3,1995,1,1,63,3342,498,1,8,9015048.5,Basic
16714,61,0,1,9,38726,6,6,1998,0,1,6412,3348,933,0,9,1675672.8,Basic
52455,54,0,1,20,59026,6,1,2021,0,1,943,2747,443,1,7,5250717.1,Basic
10817,97,0,1,12,90537,4,9,2000,0,1,2414,2166,654,0,7,1087354,Basic
95367,11,0,0,41,28317,4,10,2000,0,0,630,5660,730,0,10,9539232,Basic
94018,60,1,0,99,48357,10,3,2004,1,1,3034,6752,781,0,4,9414111.4,Luxury
38947,91,0,0,76,27246,8,5,1996,0,1,1230,9710,867,1,4,3897019.6,Basic
46976,97,1,0,91,78116,3,1,2006,1,0,6827,9127,844,1,3,4705156.6,Luxury
34673,52,0,1,30,35006,10,4,2001,1,0,9532,1917,822,1,0,3473056.1,Basic
17392,99,0,1,78,56448,1,4,2001,0,1,6280,8037,442,0,8,1745197.1,Basic
43359,82,0,1,51,18144,6,7,1991,1,0,9880,5583,831,1,10,4341769.1,Basic
32309,58,1,1,88,72557,6,9,2002,0,1,6445,8208,542,0,5,3242419.2,Basic
88352,61,1,1,100,76869,8,3,2017,0,1,8867,9164,597,0,7,8844632.7,Basic
50878,23,0,0,9,23705,4,3,2016,0,1,5153,7971,135,0,3,5089157.6,Basic
60886,15,0,0,12,43122,8,7,2005,1,1,8290,911,252,0,2,6090272.5,Basic
63792,73,0,0,39,55470,7,3,2000,1,0,4550,3561,738,1,4,6381705,Basic
85215,25,0,1,1,88530,6,7,2000,0,0,2403,4215,810,0,6,8526942,Basic
80998,28,0,1,34,40469,5,3,1992,0,0,7518,8947,618,0,0,8107792.2,Basic
29250,3,0,1,71,88172,9,5,2015,0,1,187,3829,729,1,5,2935648.5,Basic
37941,47,0,0,41,87324,4,1,2013,0,1,2711,3290,583,1,6,3796341.3,Basic
11242,14,1,0,75,20892,3,1,2000,0,1,9700,6653,562,1,3,1127009,Basic
91558,18,0,0,46,35744,3,1,1992,0,0,8565,4031,304,0,0,9158541.2,Basic
87819,30,0,0,4,61726,6,1,2006,1,0,5912,8808,377,0,6,8782664.6,Basic
10035,15,1,0,6,25665,4,5,2005,1,0,440,8905,961,0,6,1006634.5,Luxury
57676,66,0,0,47,40647,7,7,1991,0,1,8251,6471,583,0,2,5769101.1,Basic
20297,18,0,1,82,12687,4,9,2002,1,0,8804,2533,101,0,1,2035832.2,Basic
68006,63,0,1,80,62676,7,4,2010,0,0,4738,6395,473,1,7,6812540,Basic
48994,59,0,1,3,58825,7,9,1992,1,1,8889,3281,255,1,0,4904547.2,Basic
66738,7,1,0,19,32977,4,8,1995,1,1,4510,2284,726,1,9,6680395.5,Luxury
22855,24,0,0,80,53779,2,9,2017,1,1,2046,6048,906,0,2,2289561.7,Basic
21196,34,0,1,7,22573,10,8,2004,0,1,2789,1661,128,1,7,2124683.4,Basic
36702,66,1,1,45,32804,5,3,2020,0,0,8850,1996,476,0,1,3678080,Basic
76612,28,1,1,57,12151,8,5,2000,0,0,4407,8646,210,0,7,7670470,Basic
22974,86,0,0,50,56343,10,10,2020,0,1,1698,3151,826,1,2,2300702,Basic
16348,12,0,1,4,10777,8,10,2008,0,0,6070,1893,542,1,3,1640404.8,Basic
50109,4,1,1,27,34622,5,1,2018,1,0,478,2348,690,0,4,5019832.8,Luxury
41759,49,0,1,64,50167,3,10,1995,0,1,7628,3413,557,1,4,4181321.5,Basic
19572,96,1,1,64,29717,4,1,2017,0,0,6782,4306,383,1,2,1969866.7,Basic
712,29,1,1,19,54360,3,8,2019,0,0,330,5343,661,1,5,80879.9,Basic
88172,3,0,0,41,68305,7,7,2018,0,1,8601,2661,190,0,9,8818402.8,Basic
46944,65,1,1,2,89651,6,3,1995,0,0,4029,4690,158,0,8,4699401.5,Basic
79649,51,1,0,98,99430,9,8,2009,1,1,3251,7009,261,0,2,7976501.9,Luxury
27488,63,1,0,28,83634,8,4,2004,1,1,5009,2024,718,1,3,2756731.4,Luxury
10972,90,1,0,73,14059,6,10,2017,0,0,3653,797,923,0,4,1105258.7,Basic
17797,13,0,1,82,19270,5,10,1992,1,0,1253,9280,579,1,10,1792290.2,Basic
16252,30,1,0,58,76233,8,7,1998,1,1,6786,6868,748,1,5,1630793.8,Luxury
71603,39,1,1,7,80016,1,1,2010,1,0,1864,7586,402,0,7,7169029,Luxury
87022,60,1,0,89,92083,1,6,2012,0,0,9969,5786,874,0,4,8707681.2,Basic
62289,32,0,1,96,80043,1,8,1998,1,1,3573,1202,423,0,3,6233774.8,Basic
5825,60,1,1,90,70226,7,2,2016,0,0,4888,779,424,1,5,598186.6,Basic
85225,40,1,0,21,676,8,2,1993,1,0,4706,6461,482,0,9,8527022.3,Luxury
5820,41,1,0,78,72073,1,4,2010,1,0,5270,9562,435,1,9,592006,Luxury
90539,14,1,1,81,80556,1,3,2012,1,0,8002,9179,521,1,2,9069445.2,Luxury
35233,53,1,1,52,39314,8,6,2000,0,0,1637,1214,361,1,0,3536738,Basic
98559,33,0,0,94,64991,3,2,1991,0,1,3762,2324,173,1,4,9862559.1,Basic
58056,17,0,1,29,66624,6,9,1998,1,0,927,1440,955,1,7,5809089.8,Basic
91207,63,1,0,26,32233,8,7,2004,0,1,8088,467,976,0,10,9126333.4,Basic
67923,20,1,0,66,10437,9,7,2018,1,1,2913,8669,512,1,10,6799955.8,Luxury
12641,28,1,0,63,79661,4,9,1992,0,0,2049,9115,528,1,1,1272159.2,Basic
35691,53,1,1,95,4059,8,5,2016,1,1,8370,3039,340,1,7,3582171.6,Luxury
48627,54,1,1,87,73386,8,2,2000,0,0,9952,788,607,1,10,4871835,Basic
5183,31,0,1,78,44518,2,3,2013,0,0,6823,7715,864,0,6,521772.3,Basic
16631,68,0,0,95,69479,1,9,2003,1,1,1180,3762,681,0,10,1667835.3,Basic
18144,19,1,0,8,4275,6,5,2020,1,1,5561,55,554,1,4,1819929,Luxury
10586,27,1,1,6,92068,6,10,1991,1,1,7139,503,558,1,3,1066983.1,Luxury
64235,25,1,0,69,52299,4,10,1992,1,1,5291,27,187,1,8,6431380.2,Luxury
88584,15,1,1,87,6279,10,4,2011,0,0,7946,2319,769,0,5,8867048.1,Basic
2310,61,1,0,9,82910,6,4,2012,1,0,8380,1472,470,1,0,234237.2,Luxury
55217,65,0,1,28,77123,4,7,2007,1,0,6282,7944,669,0,10,5526674.7,Basic
64539,20,0,0,68,55082,1,8,2002,0,0,8487,3346,709,0,9,6457482.2,Basic
90947,89,1,1,61,64161,2,6,2014,0,1,5886,1712,225,1,1,9103454.4,Basic
68837,41,1,0,55,1014,4,9,1997,0,0,2198,6275,367,0,4,6889494.7,Basic
60721,88,0,0,48,64469,1,6,2015,0,0,4906,7257,954,1,9,6073407.5,Basic
51459,49,1,0,28,22573,4,8,1992,0,0,485,5888,424,0,4,5149505.2,Basic
12820,41,0,0,16,92510,1,8,2018,1,0,3771,2543,661,0,1,1283027.8,Basic
20734,34,0,1,63,74094,5,3,1995,0,1,9622,9170,731,0,7,2077771.5,Basic
91988,53,1,1,47,50808,6,4,2006,0,1,766,2879,452,1,7,9206879.6,Basic
40286,85,0,1,51,21492,8,2,1993,1,0,5570,6932,500,1,9,4035154.3,Basic
10719,77,0,1,17,62278,9,2,2018,1,1,9253,3133,116,0,6,1076789.8,Basic
17783,28,0,0,1,24725,1,3,2003,0,1,9688,766,172,1,8,1778779.3,Basic
72065,52,0,1,34,13673,1,2,2015,0,1,9962,9330,339,1,2,7210625.5,Basic
58626,55,0,1,30,19351,10,3,1993,1,0,7840,7310,964,0,1,5866206.3,Basic
13147,61,1,1,71,13638,7,2,1997,0,1,6253,9798,544,0,9,1326980.7,Basic
90304,95,1,1,78,5508,6,5,1990,0,0,4093,6738,807,0,5,9044776,Basic
80780,98,1,1,55,64928,7,8,2016,1,1,8744,8504,213,0,9,8088913.6,Luxury
82301,20,0,0,21,92700,9,3,2012,0,0,9558,9272,775,1,6,8232053.2,Basic
78039,10,0,0,9,64775,1,9,2010,1,0,1944,3096,119,0,3,7804837,Basic
92783,37,0,1,57,92944,2,3,1996,0,1,4561,4678,305,1,7,9281484.6,Basic
67134,92,0,0,60,85242,9,1,1992,1,1,6867,2317,753,0,8,6719369.2,Basic
27792,11,1,1,15,25954,5,6,2007,0,1,5470,3384,487,1,2,2786854.7,Basic
96637,55,0,1,8,48473,4,6,2008,1,1,8396,5934,159,1,5,9667457.8,Basic
36877,89,1,0,92,70081,5,7,2008,0,0,8435,8017,705,1,0,3695191.8,Basic
88120,13,0,1,17,63068,3,5,2009,1,1,455,2099,477,1,7,8816378.9,Basic
4385,55,1,1,56,98233,4,4,2006,0,0,8249,6409,357,0,5,445694.6,Basic
75903,20,0,1,27,96563,8,1,2010,1,1,1609,7710,601,0,7,7594699,Basic
1171,86,0,1,85,75784,10,3,1997,0,0,1662,4926,884,0,7,126268.7,Basic
44615,18,0,0,34,51005,7,4,2012,1,0,128,9655,693,0,2,4465651.2,Basic
65543,81,1,1,90,50619,9,3,2008,0,0,9519,8575,396,1,3,6559662.8,Basic
17246,95,0,1,10,68125,4,9,2007,0,0,6326,710,921,1,0,1728544.7,Basic
7236,30,0,0,52,56825,4,10,2003,1,0,9700,6972,140,0,5,725656.3,Basic
32078,91,0,0,65,66113,4,3,2012,0,1,5986,2720,377,1,5,3209311.2,Basic
82184,14,1,0,48,83771,10,4,2011,1,0,6520,5915,171,1,2,8221783.1,Luxury
6686,43,0,1,26,65951,4,2,2020,1,1,551,6929,464,0,0,675399,Basic
18536,7,0,0,28,35411,1,10,1994,0,1,7513,4973,465,0,2,1856793.4,Basic
52683,43,0,0,57,74566,5,9,2007,1,0,502,6551,959,1,10,5274308.7,Basic
32286,69,1,1,11,16986,10,5,2008,1,0,2290,6267,267,0,2,3233772.8,Luxury
34796,74,1,0,47,55362,1,9,2001,1,1,9407,9680,776,1,6,3483606.1,Luxury
26669,69,0,1,82,49351,5,5,2009,0,0,2089,2358,254,0,9,2671083.9,Basic
47606,49,0,1,16,8451,2,4,2021,0,0,5121,7516,371,1,3,4763586.1,Basic
91435,61,1,0,92,8192,1,10,2019,1,1,4904,9265,292,0,8,9153666.9,Luxury
889,53,1,0,30,3406,1,7,1999,1,1,2656,236,847,1,10,92858.9,Luxury
67511,24,0,1,67,65048,8,10,1996,0,1,8668,4278,279,1,4,6759802.6,Basic
52655,82,0,0,6,64588,4,4,1990,1,0,5798,2978,750,1,10,5266351,Basic
82432,43,0,0,57,7312,5,8,2015,1,1,192,8625,200,0,0,8245134.5,Basic
75680,100,0,0,77,25496,5,2,2009,1,1,5647,3336,210,0,2,7572315.9,Basic
28543,26,1,0,29,63039,8,7,1990,1,1,6817,7395,529,1,10,2859167,Luxury
66851,93,1,0,87,13012,5,4,1990,1,0,5318,4423,678,0,2,6691843,Luxury
49031,37,1,1,37,24023,2,3,2020,1,1,1634,704,396,1,3,4910323,Luxury
71630,5,1,0,45,82464,1,4,1996,1,0,2176,1444,973,0,7,7169854.6,Luxury
25362,76,0,1,71,15178,8,3,1995,0,1,3557,1188,395,0,9,2545732.5,Basic
87412,89,0,0,40,77240,2,7,2020,0,1,6150,4077,241,1,6,8745542,Basic
41057,22,0,0,18,7613,9,3,2014,0,1,449,5255,162,1,3,4106731.4,Basic
93325,38,1,1,73,43015,9,10,2000,1,1,7511,5398,626,0,0,9346064,Luxury
40330,49,0,0,28,23284,8,4,2008,1,0,659,9713,215,1,7,4034416.8,Basic
5134,31,1,1,14,60391,1,4,1994,0,0,2307,8414,974,1,5,519772.4,Basic
93443,16,1,0,93,74734,9,3,2015,0,1,9796,3588,139,0,5,9349955.5,Basic
55558,74,0,1,85,66559,5,8,2020,1,1,867,5460,215,0,8,5564448,Basic
61694,58,0,1,4,24345,2,7,2001,1,1,2380,5219,726,0,3,6172206.1,Basic
32713,97,0,0,93,91667,10,8,1990,1,1,5579,8515,332,0,1,3278723,Basic
9428,45,0,0,34,44951,9,10,1991,0,1,2787,5175,744,0,1,944839.1,Basic
92032,81,1,1,5,63227,10,1,2012,1,1,9502,7554,268,0,7,9212773.2,Luxury
28091,77,1,0,93,11250,6,8,2005,0,1,9433,7783,390,0,4,2815613.5,Basic
54706,39,1,0,46,49697,4,2,2010,0,0,6787,5880,467,1,4,5475756,Basic
97429,13,1,1,29,22796,8,1,2021,0,0,6846,9333,675,1,6,9751706.1,Basic
7808,72,1,1,18,48436,1,9,2008,0,0,1463,6628,834,1,5,789027.8,Basic
60265,97,1,1,45,62899,1,9,1990,0,1,4110,1675,599,0,4,6033313,Basic
57850,32,0,0,93,32412,7,10,1993,0,0,7085,3863,141,1,10,5789083.3,Basic
72554,16,0,1,79,94523,8,5,2014,1,0,8908,6398,758,1,9,7268379.4,Basic
6966,21,0,1,97,568,3,3,2008,0,1,6552,7160,893,1,8,700650.8,Basic
79957,45,1,1,42,41031,9,1,2010,0,1,7192,9128,599,1,6,8003950,Basic
3629,4,0,1,33,50592,4,3,1991,1,1,2249,9889,202,1,9,369764.1,Basic
8732,25,0,0,37,90654,6,6,2021,1,0,4070,8862,763,1,7,876270.1,Basic
56514,33,0,0,48,14694,5,3,1991,1,1,3987,3165,677,0,1,5652969.1,Basic
20533,93,1,0,91,96947,9,9,2019,1,0,9659,7883,618,0,2,2056508.9,Luxury
16625,27,0,0,8,57906,9,9,2014,1,1,1946,2358,545,0,7,1664023.4,Basic
12313,50,1,0,55,54497,1,4,2018,0,1,8829,816,803,1,5,1240834.8,Basic
68052,4,0,0,5,66529,8,3,1992,0,0,189,6541,269,0,8,6805894.2,Basic
35383,92,1,0,96,6641,10,10,2009,0,1,6067,4440,271,0,7,3548725.9,Basic
8977,51,0,1,56,6990,6,1,2015,1,0,6239,8870,149,0,9,905128.5,Basic
79356,46,0,1,24,58322,5,3,2001,0,1,1994,904,601,1,1,7940419.1,Basic
67639,99,1,0,58,79091,2,6,2012,0,0,7153,1961,785,1,3,6768972.2,Basic
21145,70,0,0,84,1578,1,9,1997,0,1,923,9613,188,1,8,2119485.7,Basic
26009,18,1,1,9,78438,2,6,1997,1,0,5716,7143,801,1,4,2606754.7,Luxury
68580,4,0,1,53,64029,8,8,2017,0,0,9874,3802,1000,0,5,6863504.7,Basic
88780,51,1,1,89,803,7,1,2016,0,0,4778,6238,275,0,0,8887352.6,Basic
72114,51,1,0,32,15113,9,5,1990,1,0,9165,7506,176,0,4,7215802,Luxury
89756,47,1,0,36,59946,5,6,2018,1,0,7684,3770,860,1,1,8980810.8,Luxury
1770,61,1,1,15,39153,2,5,2015,1,0,364,3072,658,1,8,183765.5,Luxury
20109,91,1,0,28,61429,2,5,1996,1,0,8494,2609,858,1,7,2017287.6,Luxury
61067,99,1,1,39,7402,9,3,1993,0,0,691,1255,244,0,2,6110904.3,Basic
30690,10,0,0,52,84667,7,6,2015,0,0,4645,4549,474,0,5,3072879.5,Basic
12161,11,1,0,16,51408,2,8,2005,1,1,9463,6096,996,1,0,1218405.5,Luxury
47364,47,1,0,9,12097,10,7,1999,0,1,9364,9106,740,0,6,4739985.9,Basic
57066,20,0,1,39,37051,8,5,1991,0,1,2545,5737,971,0,3,5711304.1,Basic
97760,89,0,0,82,54535,9,1,2011,0,1,5082,6185,744,1,8,9780377.1,Basic
47476,85,1,1,92,8848,2,5,2020,0,0,8099,9268,866,1,2,4761612,Basic
32176,58,0,0,43,66885,1,1,1999,1,0,2285,1903,198,0,5,3220156.9,Basic
98547,17,1,1,100,76436,1,8,2001,0,0,5959,9364,573,0,8,9865243.1,Basic
86171,22,0,1,79,59194,1,7,2021,0,0,9062,4101,100,0,7,8621486.1,Basic
65711,20,1,1,63,68854,3,9,1992,0,1,5463,2530,523,1,9,6579419.2,Basic
73585,89,0,0,56,99940,5,3,1999,0,0,105,845,210,0,4,7359509.9,Basic
26665,68,1,0,62,97608,1,9,2001,1,0,131,336,656,1,10,2671587.1,Luxury
69094,22,0,1,67,18938,4,8,2018,1,1,2649,6865,681,0,2,6919039.8,Basic
27538,9,1,1,34,86872,10,2,2000,0,1,993,3698,209,0,5,2761292,Basic
64922,3,1,1,11,67211,4,5,2013,1,1,1975,7979,225,1,4,6500624.3,Luxury
74600,64,0,0,21,90305,7,5,2014,0,1,6617,5061,226,1,1,7461192.4,Basic
56595,94,1,1,2,56319,1,10,2014,0,1,2429,2837,162,1,5,5664278.4,Basic
18037,91,0,0,16,38355,6,7,2009,0,1,4570,8309,336,0,5,1805824.9,Basic
56587,50,0,1,98,42357,4,10,2006,1,0,6539,3876,505,0,5,5670619.6,Basic
20105,98,0,1,20,7133,6,9,1999,1,0,5797,4324,836,1,4,2017609.9,Basic
46322,61,0,0,1,7924,3,5,2005,0,1,8312,6675,546,0,5,4632807.5,Basic
31301,13,1,1,91,48757,10,6,2018,1,1,7180,184,878,1,8,3142338.8,Luxury
91952,19,1,1,80,77480,5,9,2015,1,0,6435,1458,978,0,2,9207839.5,Luxury
92948,46,0,0,47,15715,9,4,1997,0,0,2471,9824,213,1,1,9297047.7,Basic
66812,48,1,0,57,1843,6,8,2006,1,0,4238,7839,810,1,3,6687761.6,Luxury
76424,37,0,1,81,44752,3,7,2021,0,1,9985,3100,505,0,8,7647871.1,Basic
14823,44,0,0,65,41581,10,4,1993,1,0,8095,6429,283,0,1,1484434.3,Basic
26682,7,1,1,6,55531,8,4,2001,0,1,3514,1056,636,1,8,2675367.1,Basic
12995,92,1,1,18,82253,3,7,1996,0,1,5729,1233,194,1,10,1305488.6,Basic
94789,23,0,1,3,31768,9,9,1992,1,1,4633,7185,895,1,8,9484024.2,Basic
34703,13,0,0,68,4516,3,6,2006,0,1,9584,4409,636,1,3,3476698.6,Basic
9691,20,1,0,56,94581,5,8,1996,0,0,9727,2772,603,1,10,978280.6,Basic
84118,15,0,1,52,92597,5,1,2006,0,0,2660,9776,785,1,2,8416992.6,Basic
39272,95,0,1,79,61459,10,2,2020,0,1,3992,7916,458,1,3,3936310,Basic
51037,100,0,1,49,28541,6,1,2018,1,0,4346,2138,109,0,5,5107476.8,Basic
17325,5,1,0,37,21598,10,7,1997,0,1,1830,204,755,0,0,1737822.7,Basic
39104,19,1,1,70,92412,10,2,2017,0,1,7647,9465,997,0,0,3920958.7,Basic
11247,73,1,0,69,81369,9,2,2008,0,0,6319,3096,356,0,1,1129896.8,Basic
87000,62,0,0,9,45561,4,5,2008,0,1,2744,6948,568,0,6,8700807.8,Basic
99999,58,0,0,68,10477,3,4,2012,1,1,7631,4199,776,0,2,10006771.2,Basic
55888,81,1,0,82,69050,5,8,2011,0,1,3338,2779,583,1,6,5594957.1,Basic
75296,30,1,0,76,91673,2,1,2015,0,1,7837,4496,422,1,9,7535664.5,Basic
83512,8,1,1,45,49353,10,6,2005,0,1,6862,414,225,0,8,8358211.5,Basic
22825,100,1,1,18,13201,9,6,1998,0,1,6184,6328,397,0,3,2289049.8,Basic
58287,71,0,0,98,61787,4,4,1996,0,0,3654,98,247,0,4,5837331.6,Basic
91441,41,1,1,88,94085,2,3,2013,1,0,5440,8557,359,0,0,9155265.3,Luxury
57564,64,0,0,18,90877,9,2,1999,1,0,6422,5878,927,1,6,5758203.9,Basic
82280,33,0,1,89,44585,1,1,2019,1,0,8129,4922,349,0,7,8235158.9,Basic
62646,36,1,1,43,69758,8,2,2005,0,0,1710,3049,784,0,8,6273246.5,Basic
50133,28,1,0,92,11572,4,9,2013,0,0,1617,149,263,0,2,5019119.3,Basic
69719,11,1,1,87,96873,4,3,1993,0,1,6303,5732,767,0,2,6982744.3,Basic
81840,49,0,0,34,40158,1,4,1996,1,0,9967,8319,101,0,6,8186999.6,Basic
7851,22,1,1,19,82481,7,7,1992,0,1,9947,7138,418,1,3,793981.2,Basic
76564,95,0,0,88,62994,3,10,1999,0,0,4284,3823,733,0,0,7662557.9,Basic
2095,88,1,0,27,79779,6,10,1991,0,1,633,1163,851,0,6,213708.1,Basic
13287,84,1,0,76,90025,3,10,2003,0,1,7799,7986,410,1,1,1335371.3,Basic
94457,17,1,0,82,64835,4,2,1991,0,0,308,9297,755,0,8,9455820.1,Basic
96573,74,1,0,28,17971,4,6,1993,1,0,2651,5450,303,1,10,9664738.3,Luxury
97898,60,1,0,2,99686,5,3,1991,1,1,7753,8442,760,1,2,9794464.1,Luxury
18642,62,0,0,65,990,3,8,2013,0,1,195,2385,666,1,7,1865856.3,Basic
52259,16,0,1,72,23742,9,6,2003,1,0,1558,5398,734,1,4,5236500.3,Basic
68362,77,0,0,57,95717,10,1,2006,0,0,6429,2413,690,0,1,6840206.6,Basic
66395,22,0,1,57,79008,1,6,2006,1,0,1475,7576,276,1,10,6647572.6,Basic
10590,74,0,0,5,22285,8,2,2013,0,1,4524,4445,566,0,4,1060141.3,Basic
51271,33,0,1,36,97623,6,8,2018,0,0,3104,4275,978,0,5,5133444.8,Basic
91436,7,1,0,81,78868,5,8,1997,0,0,645,4471,879,0,7,9151236.7,Basic
68072,63,0,1,40,21153,2,2,2019,0,0,207,267,418,0,1,6812764.9,Basic
12172,12,0,0,15,86688,7,10,2007,1,0,4188,126,433,0,7,1218235.7,Basic
34750,28,0,1,1,25225,9,9,1993,0,1,9149,6110,167,0,7,3478934.3,Basic
52832,46,0,1,70,1216,10,4,1993,1,0,1450,2309,885,1,10,5292504.3,Basic
87683,53,0,1,57,30308,3,3,1993,1,0,1759,1003,850,1,7,8774909.3,Basic
25145,2,1,1,96,24933,6,10,1998,0,0,4529,4290,296,0,8,2521346.8,Basic
18426,63,1,1,31,15208,2,3,1996,1,0,461,524,840,1,5,1854935.6,Luxury
9381,96,0,0,77,12632,5,5,1998,0,1,3817,4038,423,0,1,943600.8,Basic
81658,27,0,1,14,42176,9,4,2008,0,0,5367,5193,215,1,6,8171711.8,Basic
10028,51,1,0,56,28865,1,6,2012,0,0,7965,3749,106,0,8,1009529.2,Basic
76352,55,1,1,12,58402,6,2,2006,0,1,4185,5716,694,0,1,7641804.6,Basic
21247,81,1,1,43,48858,6,5,2004,1,0,7906,6437,815,0,4,2136110.4,Luxury
84805,15,0,1,9,29472,8,7,2004,0,1,501,1126,406,1,9,8486115.4,Basic
8928,8,0,1,6,15140,4,3,2018,1,1,2174,3981,822,1,4,896505.8,Basic
14762,42,1,1,59,93672,1,7,2002,1,0,7143,5481,764,1,1,1484350.2,Luxury
53454,14,0,1,22,59060,2,7,1996,0,1,9037,102,382,0,1,5349280.6,Basic
35409,1,1,0,58,5631,8,1,1992,1,1,4826,446,258,1,6,3546437.2,Luxury
53161,42,1,0,4,7080,7,6,1993,1,1,1464,5035,639,0,2,5320392.3,Luxury
12760,60,1,1,28,69267,5,3,2015,0,0,1991,1449,455,0,3,1284972.5,Basic
42826,38,0,0,49,64287,6,2,1998,1,1,8174,2658,854,0,0,4287076.8,Basic
58394,19,1,0,56,19251,6,3,2001,0,0,3215,9841,239,0,8,5848843.1,Basic
95143,90,0,0,72,35374,9,2,2010,1,1,8157,4722,373,1,1,9517871,Basic
46532,19,0,0,85,55537,10,8,2000,0,0,5004,7171,108,0,9,4661805,Basic
42272,11,0,0,9,2770,2,10,2009,0,0,7611,202,757,1,3,4228013.9,Basic
42981,49,0,0,73,18351,10,5,2014,0,1,7819,3219,785,0,10,4300680.4,Basic
62384,72,1,0,36,60292,2,2,2005,0,1,7856,2731,536,0,1,6242453.5,Basic
81653,13,0,0,8,34493,3,2,2005,1,0,5594,7385,115,0,6,8166002.5,Basic
63278,60,1,0,32,11239,2,6,2011,1,1,8052,7882,153,1,6,6332923.1,Luxury
95307,66,1,1,62,12824,2,4,1994,0,1,3681,3288,724,1,9,9537644.4,Basic
72545,96,1,1,78,11290,10,6,2021,1,1,7668,4904,911,0,0,7260052.1,Luxury
66777,1,1,0,100,26797,5,9,1998,0,0,2203,6831,545,0,9,6685851.8,Basic
61001,41,1,0,15,73511,3,7,2013,1,1,2408,8841,526,1,1,6105043.3,Luxury
65790,82,1,0,62,71245,2,5,1991,1,0,892,8340,180,1,3,6589425.1,Luxury
35948,75,0,0,53,44374,3,10,2008,1,0,8724,8356,357,0,6,3596039.8,Basic
54929,86,0,1,4,55322,8,7,2005,1,0,3412,3223,170,0,8,5498846.5,Basic
18397,59,0,0,93,6434,3,7,1990,1,0,4891,3118,930,1,4,1846201,Basic
4623,93,0,1,58,11227,3,10,2009,1,0,872,7715,311,0,10,468494.9,Basic
58433,54,0,1,29,72133,10,9,2018,1,1,7744,8873,945,1,8,5848135.8,Basic
79767,86,1,0,17,89482,8,6,2013,0,0,4962,8544,429,1,6,7981643.3,Basic
58036,51,0,1,35,9043,7,9,2007,0,1,4484,9488,865,1,2,5809016.7,Basic
6051,77,0,0,88,77373,5,7,2015,0,1,5330,5128,713,0,5,612527.5,Basic
22703,41,0,0,53,4234,8,1,2018,0,0,979,4694,487,1,0,2273445.8,Basic
29319,62,1,0,47,47216,5,3,2001,0,1,5846,4451,407,1,7,2939576.1,Basic
53722,26,1,1,96,82959,7,1,2021,0,0,8599,9999,804,1,3,5383626.1,Basic
32218,28,1,0,39,36128,1,4,2015,1,0,9705,5525,728,1,7,3225722.5,Luxury
93288,90,1,0,73,48260,1,7,2002,0,0,8206,2914,432,0,4,9334856.2,Basic
30402,63,0,0,33,18703,8,9,2012,1,0,8054,6328,984,1,4,3043179.2,Basic
75632,43,1,1,12,52689,5,8,2002,0,0,9594,8777,601,0,2,7573328.2,Basic
34592,24,0,0,80,32228,1,7,1996,0,1,7058,3151,753,1,6,3467169.6,Basic
34304,54,0,0,95,66942,1,2,2003,1,1,477,4865,678,0,6,3434850.3,Basic
21112,38,0,1,94,34073,4,2,2019,1,1,7570,6288,105,1,4,2121485.9,Basic
40266,100,0,1,14,96142,6,4,2009,0,0,3106,8224,851,1,8,4028831.9,Basic
93533,27,0,0,33,60496,5,5,2017,0,0,9325,747,816,0,7,9356028.7,Basic
78672,59,1,1,66,93460,4,6,1995,1,0,6121,7040,470,0,8,7877999.5,Luxury
47833,44,1,0,82,27128,10,7,2008,1,0,4111,9613,223,0,0,4791653.8,Luxury
22142,11,0,0,97,76427,3,8,1995,1,0,3913,7269,618,0,7,2220957.5,Basic
