User_ID|Gender|Age|Occupation|City_Category|Stay_In_Current_City_Years|Marital_Status
1001737|M|36-45|20|B|3|0
1001738|M|36-45|16|C|0|0
1001739|M|55+|16|C|1|1
1001740|M|55+|1|C|2|0
1001741|M|36-45|7|A|4+|1
1001742|M|26-35|15|C|4+|1
1001743|M|36-45|17|C|0|0
1001744|M|36-45|12|C|2|0
1001745|M|46-50|0|A|4+|1
1001746|M|26-35|4|C|1|1
1001747|M|26-35|0|C|2|1
1001748|M|51-55|1|A|1|1
1001749|M|26-35|2|B|1|1
1001750|M|51-55|5|B|0|0
1001751|M|36-45|20|C|0|0
1001752|M|26-35|3|B|1|0
1001753|M|36-45|6|B|3|0
1001754|M|18-25|19|C|3|0
1001755|F|18-25|4|B|4+|0
1001756|F|26-35|1|B|2|1
1001757|M|26-35|4|B|4+|0
1001758|F|26-35|0|B|1|0
1001759|M|26-35|16|C|0|1
1001760|F|26-35|3|C|1|1
1001761|M|36-45|0|C|2|0
1001762|M|26-35|14|B|2|1
1001763|M|36-45|7|C|2|0
1001764|M|18-25|0|B|1|0
1001765|M|18-25|4|C|1|0
1001766|F|46-50|0|C|0|1
1001767|M|26-35|20|C|1|0
1001768|M|46-50|16|C|1|1
1001769|M|26-35|17|C|0|1
1001770|M|36-45|16|C|1|0
1001771|M|26-35|17|C|2|1
1001774|M|26-35|17|C|4+|0
1001775|M|26-35|4|C|3|1
1001776|M|26-35|0|B|4+|1
1001777|M|26-35|20|C|0|0
1001778|M|18-25|4|B|1|0
1001779|M|18-25|1|C|4+|0
1001780|M|36-45|1|B|0|0
1001781|F|36-45|0|C|2|0
1001782|M|46-50|0|C|1|1
1001784|M|18-25|20|B|1|0
1001785|M|18-25|4|B|2|0
1001786|M|46-50|1|C|4+|1
1001787|M|18-25|8|A|4+|0
1001788|M|46-50|2|A|3|1
1001789|M|0-17|10|C|2|0
1001790|M|26-35|0|C|1|0
1001791|M|18-25|4|C|1|1
1001792|F|26-35|2|C|3|0
1001793|M|26-35|4|B|1|0
1001794|M|26-35|11|B|1|0
1001795|M|18-25|17|C|1|0
1001796|M|51-55|11|C|2|1
1001797|M|36-45|7|C|2|0
1001798|M|46-50|11|C|2|1
1001799|M|36-45|11|B|4+|1
1001801|F|26-35|6|C|0|0
1001802|M|18-25|4|A|3|0
1001803|M|26-35|2|B|1|0
1001804|M|26-35|7|C|4+|1
1001805|M|18-25|4|C|0|0
1001806|M|18-25|4|B|1|0
1001807|M|18-25|17|C|3|0
1001808|F|18-25|4|C|4+|1
1001809|F|26-35|14|C|0|1
1001810|M|51-55|13|A|1|1
1001812|F|26-35|12|A|4+|1
1001813|F|36-45|6|C|3|0
1001815|M|0-17|1|C|1|0
1001816|F|36-45|9|C|4+|0
1001817|M|36-45|1|A|3|0
1001818|M|0-17|8|C|4+|0
1001819|F|36-45|12|C|1|1
1001820|M|26-35|20|B|1|1
1001822|F|26-35|0|C|1|1
1001823|F|36-45|1|C|1|0
1001824|F|18-25|4|C|2|0
1001825|M|26-35|7|C|4+|1
1001826|M|46-50|11|C|1|1
1001827|F|26-35|1|C|3|0
1001828|M|18-25|4|B|1|0
1001830|M|18-25|4|C|2|0
1001831|M|18-25|4|B|4+|0
1001832|F|18-25|4|C|3|0
1001833|M|18-25|17|B|2|0
1001834|M|36-45|5|C|4+|0
1001835|M|26-35|19|B|3|0
1001836|M|26-35|0|A|4+|0
1001837|M|26-35|2|B|1|0
1001838|M|36-45|7|A|3|0
1001839|M|18-25|4|C|1|0
1001841|M|18-25|0|C|2|0
1001842|M|18-25|4|B|1|0
1001843|M|26-35|12|A|2|0
1001845|M|26-35|2|B|3|1
1001847|M|18-25|4|C|2|0
1001849|M|36-45|7|C|1|1
1001850|M|18-25|5|C|0|1
1001851|M|26-35|19|B|4+|1
1001852|M|26-35|12|B|1|0
1001853|M|51-55|0|B|1|1
1001854|M|26-35|0|C|2|0
1001855|M|18-25|4|C|4+|0
1001856|M|55+|7|C|3|1
1001858|F|18-25|4|B|0|0
1001859|F|26-35|4|C|1|1
1001860|M|55+|16|C|1|0
1001861|M|51-55|16|A|1|1
1001862|M|51-55|14|C|1|1
1001863|M|18-25|4|B|4+|0
1001865|F|18-25|1|B|2|0
1001866|M|26-35|7|A|4+|1
1001867|M|51-55|7|A|2|0
1001868|M|51-55|11|C|0|1
1001870|M|55+|13|C|1|0
1001871|F|46-50|1|C|1|1
1001873|M|36-45|7|B|2|0
1001874|M|46-50|7|B|3|1
1001875|M|36-45|12|A|2|0
1001876|M|26-35|12|C|1|0
1001877|F|46-50|20|B|2|1
1001878|M|0-17|10|C|2|0
1001879|M|26-35|4|C|1|1
1001880|M|36-45|0|B|3|1
1001882|M|36-45|16|C|4+|0
1001883|F|51-55|0|B|1|1
1001884|M|46-50|20|B|1|1
1001885|M|51-55|17|B|2|1
1001886|M|26-35|12|C|3|0
1001887|M|55+|15|C|3|1
1001888|M|36-45|12|C|1|1
1001889|M|18-25|14|B|2|0
1001891|M|46-50|1|C|3|1
1001892|M|26-35|20|C|2|0
1001893|F|36-45|0|B|3|0
1001894|F|36-45|7|B|0|1
1001895|M|36-45|14|C|2|0
1001896|M|55+|13|C|4+|1
1001897|F|51-55|2|A|1|1
1001899|F|46-50|6|A|1|1
1001901|M|51-55|7|C|3|1
1001902|M|26-35|19|C|1|0
1001903|M|36-45|0|B|1|0
1001904|M|18-25|1|B|4+|0
1001905|F|36-45|20|A|1|0
1001907|M|36-45|17|C|1|0
1001908|M|55+|13|C|3|1
1001909|M|18-25|4|C|2|1
1001910|M|0-17|10|C|0|0
1001911|F|18-25|4|C|0|0
1001912|M|26-35|4|A|1|1
1001914|F|36-45|14|B|2|0
1001916|M|46-50|7|B|0|0
1001917|M|18-25|10|B|1|0
1001918|F|46-50|6|C|2|1
1001920|F|36-45|7|B|1|0
1001921|M|55+|12|C|2|0
1001922|F|26-35|7|B|4+|0
1001923|M|36-45|7|C|2|0
1001925|M|51-55|7|B|1|0
1001926|F|0-17|0|B|1|0
1001927|M|36-45|7|C|1|1
1001928|M|0-17|10|B|1|0
1001929|F|0-17|10|A|0|0
1001930|M|26-35|15|A|4+|0
1001931|M|26-35|2|A|1|1
1001932|M|26-35|7|A|4+|0
1001933|M|18-25|19|B|0|0
1001934|M|26-35|17|B|4+|0
1001937|M|26-35|11|C|4+|0
1001938|F|26-35|2|C|1|1
1001939|F|36-45|2|C|3|0
1001940|M|26-35|12|C|2|0
1001941|M|36-45|17|A|1|0
1001942|M|36-45|5|B|1|1
1001943|M|18-25|4|B|0|0
1001944|F|18-25|4|C|1|0
1001945|M|26-35|20|C|3|1
1001946|M|26-35|14|A|1|1
1001947|M|26-35|7|B|4+|1
1001948|M|0-17|10|B|3|0
1001949|M|18-25|17|C|0|0
1001950|M|26-35|12|C|1|0
1001951|F|18-25|4|C|1|0
1001952|M|36-45|1|B|1|1
1001953|F|26-35|2|C|2|0
1001954|M|26-35|16|C|1|0
1001955|M|0-17|19|C|4+|0
1001956|M|36-45|0|C|1|1
1001957|F|18-25|4|C|0|0
1001958|F|26-35|1|B|3|0
1001960|M|46-50|7|B|3|1
1001961|F|51-55|3|C|2|1
1001962|F|18-25|1|B|0|1
1001963|F|51-55|9|C|4+|1
1001964|F|26-35|6|C|1|0
1001965|M|55+|17|C|1|0
1001966|M|26-35|20|C|2|0
1001967|M|51-55|7|B|4+|1
1001968|M|26-35|11|B|2|0
1001969|F|26-35|3|B|4+|0
1001970|M|51-55|13|C|1|0
1001971|F|26-35|14|C|3|0
1001972|M|46-50|17|C|0|1
1001973|M|26-35|1|A|0|0
1001974|M|36-45|17|B|1|0
1001976|M|36-45|5|C|0|1
1001977|M|55+|6|C|2|1
1001978|M|0-17|10|C|4+|0
1001979|M|55+|17|B|4+|0
1001980|M|36-45|7|A|1|0
1001981|M|55+|1|C|2|1
1001982|M|0-17|10|C|4+|0
1001983|M|26-35|14|A|3|0
1001984|M|18-25|10|B|2|1
1001985|M|46-50|12|A|2|1
1001986|M|51-55|13|C|1|1
1001988|F|26-35|1|B|2|0
1001989|M|51-55|6|C|1|0
1001990|M|26-35|7|C|2|1
1001992|M|18-25|4|C|3|0
1001993|M|36-45|17|C|4+|1
1001994|M|36-45|2|C|0|0
1001995|M|26-35|1|C|4+|1
1001996|M|36-45|0|C|3|0
1001997|M|26-35|0|A|0|1
1001998|F|51-55|9|B|2|1
1001999|F|36-45|3|C|1|0
1002000|M|18-25|4|C|1|0
1002001|M|51-55|1|A|1|1
1002002|F|55+|13|C|2|1
1002003|M|0-17|10|C|1|0
1002004|M|46-50|19|C|1|1
1002005|M|18-25|4|C|3|0
1002006|M|36-45|0|A|1|1
1002007|M|51-55|16|C|4+|1
1002008|M|26-35|3|C|0|0
1002009|F|36-45|7|C|3|0
1002010|M|18-25|4|B|0|0
1002011|F|36-45|3|B|3|1
1002012|M|26-35|4|B|3|1
1002013|M|46-50|0|C|1|1
1002014|M|18-25|4|C|2|1
1002015|M|18-25|4|B|4+|0
1002016|F|55+|2|C|2|1
1002017|M|26-35|17|C|3|0
1002018|M|36-45|16|B|1|0
1002020|M|26-35|7|B|0|1
1002021|M|26-35|0|C|1|0
1002022|M|26-35|7|C|1|0
1002023|M|18-25|4|B|2|1
1002024|M|0-17|19|C|2|0
1002025|M|55+|13|C|3|0
1002026|M|51-55|16|C|1|1
1002027|F|26-35|9|C|1|0
1002028|M|46-50|6|C|3|1
1002029|F|26-35|12|A|0|0
1002030|M|26-35|4|B|1|0
1002031|M|36-45|20|A|3|0
1002032|M|51-55|14|C|4+|1
1002033|F|46-50|20|B|0|0
1002034|F|46-50|2|C|4+|1
1002035|F|18-25|0|C|1|0
1002036|F|26-35|14|B|1|0
1002037|M|55+|14|C|3|0
1002038|F|46-50|1|B|3|1
1002039|M|51-55|16|C|2|0
1002041|F|26-35|20|B|4+|0
1002042|M|0-17|10|C|4+|0
1002043|M|26-35|14|C|1|1
1002044|F|46-50|0|C|0|1
1002046|M|36-45|1|C|2|0
1002047|M|0-17|10|B|1|0
1002048|M|51-55|6|B|2|0
1002049|F|51-55|0|A|1|1
1002050|F|36-45|3|C|2|0
1002051|M|36-45|7|C|2|0
1002052|M|0-17|10|C|0|0
1002053|M|46-50|11|C|1|1
1002054|M|26-35|12|C|4+|0
1002055|M|51-55|11|C|4+|1
1002056|M|26-35|4|B|2|0
1002057|M|36-45|1|C|4+|0
1002058|F|55+|1|B|1|0
1002059|M|36-45|0|B|3|0
1002060|M|0-17|1|C|3|0
1002062|M|18-25|4|C|2|0
1002063|M|26-35|4|A|3|0
1002064|M|36-45|1|C|1|0
1002065|M|26-35|6|C|2|0
1002066|F|26-35|6|B|2|1
1002067|M|51-55|16|B|2|0
1002068|F|36-45|12|C|2|0
1002069|M|55+|15|C|4+|1
1002070|F|36-45|6|A|0|0
1002071|M|46-50|7|C|1|1
1002072|F|51-55|12|C|1|0
1002073|F|18-25|4|B|4+|0
1002074|M|18-25|4|A|1|0
1002075|F|26-35|4|A|1|0
1002076|M|18-25|4|B|0|1
1002078|M|18-25|4|C|1|0
1002079|M|0-17|10|C|3|0
1002081|M|18-25|17|C|1|0
1002083|M|18-25|4|C|0|0
1002084|M|18-25|4|C|2|0
1002085|M|18-25|0|C|4+|0
1002086|M|36-45|14|C|3|0
1002087|M|26-35|0|C|4+|0
1002088|M|51-55|7|A|1|1
1002089|M|36-45|17|C|2|0
1002090|M|36-45|17|C|2|0
1002091|F|36-45|20|C|1|0
1002092|M|55+|1|B|4+|1
1002093|M|18-25|0|C|1|1
1002094|M|36-45|2|B|3|0
1002095|M|55+|13|C|1|1
1002096|F|26-35|17|C|1|1
1002097|M|18-25|5|C|0|0
1002098|M|36-45|20|A|0|1
1002099|F|18-25|0|B|1|0
1002100|F|26-35|0|C|4+|0
1002101|M|26-35|16|C|1|1
1002102|M|26-35|11|B|3|0
1002103|M|36-45|12|C|0|0
1002104|M|46-50|15|C|2|1
1002105|M|26-35|1|A|0|1
1002106|F|18-25|20|A|3|1
1002108|M|0-17|10|C|1|0
1002109|M|26-35|16|B|2|0
1002110|M|51-55|11|C|3|0
1002111|M|55+|13|C|4+|1
1002112|F|46-50|12|C|3|0
1002113|M|26-35|6|C|1|0
1002114|M|18-25|18|C|0|0
1002115|M|36-45|17|C|1|0
1002116|M|18-25|4|B|4+|1
1002117|M|55+|13|B|3|0
1002119|M|36-45|4|B|3|0
1002121|M|55+|13|C|0|1
1002122|M|36-45|12|C|4+|1
1002123|F|36-45|0|C|4+|1
1002124|M|26-35|0|B|1|1
1002125|M|36-45|3|C|0|0
1002126|M|55+|14|C|0|1
1002127|M|18-25|4|C|0|1
1002129|M|26-35|5|B|1|0
1002130|M|46-50|0|C|2|1
1002131|M|26-35|0|B|1|0
1002132|M|55+|14|C|3|1
1002134|M|18-25|10|B|4+|0
1002136|M|36-45|18|C|3|0
1002137|F|0-17|10|C|1|0
1002138|F|18-25|4|C|2|0
1002139|F|51-55|3|B|1|1
1002140|M|46-50|14|C|2|1
1002141|F|51-55|16|C|0|1
1002143|M|18-25|4|B|2|0
1002144|M|18-25|0|C|1|1
1002145|M|18-25|10|C|2|1
1002146|M|18-25|2|C|3|1
1002147|F|18-25|0|B|3|0
1002148|F|18-25|0|B|0|1
1002149|M|26-35|0|C|2|0
1002150|F|18-25|4|C|4+|0
1002151|M|55+|13|C|2|1
1002152|M|18-25|4|C|2|0
1002153|M|18-25|16|B|3|0
1002154|M|26-35|12|C|1|1
1002155|F|0-17|10|C|1|0
1002156|M|18-25|19|C|4+|0
1002157|F|18-25|3|C|0|0
1002158|M|26-35|12|A|1|1
1002159|F|51-55|14|A|3|1
1002160|F|18-25|19|C|3|0
1002161|F|36-45|2|C|2|1
1002162|F|0-17|10|C|2|0
1002163|M|18-25|0|C|0|1
1002164|M|36-45|0|B|3|0
1002165|M|26-35|7|C|4+|1
1002166|M|0-17|10|C|1|0
1002167|F|26-35|6|B|0|1
1002168|M|0-17|10|B|4+|0
1002169|M|0-17|0|C|3|0
1002170|F|51-55|16|C|2|1
1002171|M|36-45|0|A|3|0
1002172|M|18-25|20|B|2|0
1002173|M|51-55|13|C|1|0
1002174|M|51-55|12|B|1|1
1002175|M|26-35|4|C|2|0
1002176|M|0-17|19|B|1|0
1002177|F|36-45|20|C|3|1
1002178|M|46-50|14|C|4+|0
1002179|F|26-35|0|C|1|1
1002180|M|26-35|12|B|3|1
1002181|M|26-35|0|B|4+|1
1002183|F|55+|1|C|2|0
1002184|M|18-25|4|C|2|0
1002185|M|46-50|17|C|2|1
1002186|M|18-25|5|C|4+|0
1002187|M|46-50|16|C|1|1
1002188|F|18-25|19|B|4+|0
1002189|M|0-17|10|A|1|0
1002190|F|26-35|15|B|1|1
1002192|F|26-35|0|B|2|0
1002193|M|0-17|10|C|1|0
1002194|M|26-35|17|C|3|0
1002195|M|0-17|10|A|0|0
1002196|M|26-35|12|C|1|1
1002197|F|26-35|1|C|1|0
1002198|F|36-45|9|C|1|0
1002199|M|0-17|10|B|3|0
1002200|M|36-45|1|C|3|0
1002201|M|55+|20|C|3|1
1002202|F|0-17|10|C|2|0
1002203|M|46-50|12|B|4+|1
1002204|M|55+|3|B|4+|1
1002205|F|26-35|7|A|3|1
1002206|M|46-50|7|B|1|1
1002207|M|18-25|4|C|4+|0
1002208|M|26-35|0|C|1|0
1002209|M|36-45|7|A|2|1
1002210|M|46-50|17|C|0|0
1002211|M|46-50|6|C|2|1
1002212|M|18-25|4|A|2|1
1002213|F|26-35|0|B|3|0
1002214|F|26-35|1|C|4+|1
1002215|F|26-35|0|B|2|1
1002216|F|26-35|20|C|0|0
1002217|M|0-17|10|C|0|0
1002218|M|36-45|17|C|2|1
1002219|M|26-35|6|C|3|0
1002220|F|51-55|3|C|2|0
1002221|M|55+|17|B|0|1
1002222|F|46-50|1|B|2|1
1002223|M|26-35|2|B|0|1
1002224|M|26-35|12|C|2|1
1002225|M|26-35|5|B|1|1
1002228|M|26-35|12|C|3|1
1002230|F|46-50|1|B|4+|1
1002231|M|51-55|11|B|1|1
1002232|M|26-35|14|B|1|1
1002233|F|36-45|3|B|2|1
1002234|M|55+|1|C|0|1
1002235|M|0-17|10|C|2|0
1002236|M|0-17|10|C|0|0
1002237|F|36-45|6|B|1|0
1002238|F|26-35|4|B|2|0
1002239|M|18-25|10|A|0|0
1002240|M|46-50|12|C|0|1
1002241|M|46-50|5|B|1|0
1002242|M|18-25|4|A|2|0
1002243|M|46-50|2|C|1|1
1002245|M|0-17|10|C|1|0
1002247|M|46-50|2|B|2|1
1002248|F|36-45|12|C|2|0
1002249|M|26-35|5|C|3|0
1002250|M|18-25|19|A|3|1
1002251|M|36-45|14|A|3|0
1002252|F|18-25|1|B|1|0
1002253|F|51-55|0|C|4+|0
1002254|M|36-45|5|C|3|0
1002255|F|36-45|6|B|1|1
1002256|F|46-50|15|C|1|0
1002257|F|18-25|4|B|2|0
1002258|F|18-25|4|B|4+|0
1002259|F|55+|16|C|1|1
1002260|F|26-35|20|C|1|0
1002261|M|26-35|5|C|1|0
1002262|M|46-50|17|C|1|1
1002263|M|26-35|6|C|2|1
1002264|F|46-50|7|C|1|0
1002265|M|55+|13|C|1|1
1002266|F|51-55|2|C|1|1
1002267|F|55+|13|C|1|1
1002268|F|36-45|1|C|4+|0
1002270|M|18-25|1|C|3|1
1002271|M|51-55|14|A|1|0
1002272|M|26-35|0|C|1|0
1002273|M|26-35|6|C|4+|0
1002274|M|18-25|2|B|3|0
1002275|M|55+|7|C|3|1
1002276|M|55+|13|C|1|1
1002278|M|51-55|17|B|4+|1
1002279|M|51-55|7|B|2|1
1002280|M|55+|6|B|2|1
1002281|M|46-50|11|A|4+|0
1002283|M|36-45|18|C|2|1
1002284|M|26-35|20|B|1|1
1002285|F|0-17|10|B|3|0
1002286|M|36-45|17|C|3|0
1002287|M|55+|0|C|1|1
1002288|M|0-17|10|B|2|0
1002289|F|51-55|1|C|1|1
1002291|M|46-50|1|C|2|1
1002292|M|51-55|15|C|2|1
1002293|F|55+|3|B|1|1
1002294|M|55+|13|B|3|0
1002296|F|26-35|6|C|3|1
1002297|M|55+|13|C|4+|1
1002298|M|36-45|17|C|4+|0
1002299|F|18-25|10|B|4+|0
1002300|M|55+|13|B|3|1
1002302|M|51-55|12|A|1|1
1002303|M|51-55|17|B|4+|1
1002304|M|46-50|12|B|2|1
1002305|M|51-55|20|A|1|1
1002306|F|18-25|4|A|2|0
1002307|M|26-35|17|A|1|1
1002308|F|46-50|16|A|3|1
1002309|F|46-50|0|C|2|1
1002310|M|46-50|12|B|3|1
1002311|F|26-35|4|B|2|1
1002313|F|51-55|6|C|4+|1
1002314|F|26-35|1|A|4+|0
1002316|M|36-45|0|B|0|0
1002318|M|55+|7|C|0|1
1002319|M|36-45|7|A|1|0
1002320|F|51-55|1|C|1|1
1002321|M|26-35|7|B|4+|1
1002322|F|55+|13|A|2|1
1002323|M|36-45|3|B|1|1
1002324|M|36-45|17|C|3|0
1002325|F|18-25|4|C|1|0
1002327|M|18-25|10|C|2|0
1002329|F|55+|15|C|1|1
1002330|M|46-50|7|A|1|1
1002331|M|55+|1|A|1|1
1002332|M|55+|14|B|2|0
1002334|F|55+|7|B|1|1
1002335|M|51-55|17|A|3|0
1002336|M|36-45|18|C|1|1
1002338|M|46-50|17|C|4+|1
1002339|F|55+|3|C|4+|1
1002340|M|36-45|2|A|2|0
1002341|M|55+|1|A|4+|0
1002342|M|36-45|3|C|1|0
1002343|F|46-50|1|C|2|1
1002344|M|26-35|12|A|1|0
1002346|F|0-17|10|A|1|0
1002347|M|36-45|1|C|1|0
1002348|M|51-55|12|C|4+|1
1002349|M|26-35|8|C|4+|0
1002350|M|18-25|4|C|1|1
1002351|F|26-35|0|B|4+|0
1002352|M|51-55|13|B|1|1
1002353|F|36-45|9|C|3|1
1002354|M|36-45|11|B|3|1
1002355|F|46-50|9|C|2|1
1002357|F|36-45|14|C|4+|0
1002359|M|55+|13|C|1|1
1002361|M|55+|7|B|1|1
1002362|M|26-35|14|A|1|0
1002364|F|55+|9|C|0|1
1002365|M|51-55|7|C|1|1
1002366|F|46-50|16|C|1|1
1002367|F|26-35|9|B|1|0
1002368|F|55+|13|C|1|0
1002369|M|36-45|14|B|1|1
1002370|M|51-55|1|C|2|0
1002371|F|36-45|7|C|2|0
1002372|F|46-50|7|C|1|1
1002374|M|26-35|14|B|2|0
1002376|M|26-35|1|A|3|0
1002378|M|26-35|3|C|1|1
1002379|M|18-25|18|C|1|0
1002380|M|26-35|4|A|0|1
1002381|F|36-45|9|B|2|0
1002382|M|51-55|13|B|1|0
1002383|F|26-35|14|B|3|0
1002386|F|26-35|0|B|3|0
1002387|M|26-35|17|C|4+|0
1002389|M|26-35|16|A|0|1
1002390|F|26-35|6|C|1|0
1002391|M|51-55|18|C|4+|0
1002392|F|55+|3|B|1|1
1002393|M|55+|13|C|1|1
1002394|M|36-45|6|B|2|1
1002395|M|36-45|7|C|1|0
1002396|F|18-25|0|C|1|0
1002397|F|36-45|11|B|3|0
1002398|M|26-35|0|B|1|0
1002399|M|36-45|17|C|4+|0
1002401|M|26-35|4|C|3|1
1002402|M|46-50|17|B|4+|0
1002404|M|18-25|7|C|1|0
1002405|M|51-55|8|C|1|1
1002406|F|55+|12|C|1|1
1002407|M|36-45|16|C|1|0
1002408|F|46-50|1|C|2|1
1002409|F|36-45|9|B|3|1
1002410|M|55+|7|C|1|1
1002411|F|36-45|14|B|1|0
1002414|M|26-35|1|C|4+|1
1002415|M|26-35|7|C|2|1
1002416|M|46-50|7|C|3|1
1002418|F|0-17|10|B|1|0
1002419|M|26-35|0|B|3|1
1002420|M|51-55|7|C|2|1
1002421|M|36-45|7|C|2|1
1002423|F|46-50|9|C|2|1
1002424|M|26-35|17|C|3|0
1002425|F|36-45|14|B|2|1
1002426|M|55+|0|C|1|1
1002427|F|26-35|14|C|3|0
1002428|M|46-50|17|B|1|0
1002429|M|26-35|2|A|2|1
1002430|M|26-35|4|B|2|0
1002434|M|26-35|4|C|2|0
1002435|M|26-35|4|A|3|1
1002436|M|26-35|7|B|2|0
1002437|M|26-35|4|C|4+|1
1002438|M|36-45|1|A|2|0
1002439|M|46-50|17|A|1|1
1002440|M|51-55|17|C|1|1
1002441|F|46-50|6|C|2|1
1002442|M|36-45|17|C|2|0
1002444|F|46-50|4|B|1|1
1002445|M|26-35|0|A|1|1
1002446|M|18-25|7|B|0|0
1002447|M|26-35|14|C|1|1
1002449|M|55+|13|A|1|1
1002451|M|46-50|12|C|1|1
1002452|M|46-50|7|B|0|0
1002453|M|26-35|7|B|0|0
1002454|M|18-25|0|B|1|0
1002455|M|36-45|7|A|1|0
1002456|M|26-35|5|A|1|0
1002457|M|26-35|0|B|0|1
1002458|M|26-35|7|C|3|1
1002459|M|51-55|7|A|1|1
1002460|F|51-55|1|C|1|1
1002461|M|18-25|4|B|1|0
1002462|M|36-45|1|B|1|0
1002463|M|26-35|7|C|0|0
1002464|F|18-25|4|C|4+|0
1002465|M|51-55|6|C|0|1
1002466|M|26-35|15|B|4+|0
1002467|M|0-17|10|C|0|0
1002468|M|51-55|1|A|4+|0
1002469|M|26-35|4|B|4+|0
1002472|M|26-35|18|A|1|1
1002473|M|26-35|12|A|1|0
1002474|M|26-35|12|C|2|0
1002475|F|26-35|18|A|2|0
1002476|M|51-55|12|C|1|1
1002477|M|46-50|0|B|1|1
1002478|M|51-55|1|A|0|0
1002479|F|26-35|1|C|2|0
1002480|F|18-25|20|C|3|1
1002481|M|36-45|14|C|1|0
1002482|F|51-55|3|C|1|1
1002483|M|55+|13|C|3|1
1002484|M|46-50|5|B|0|0
1002485|M|36-45|14|C|3|1
1002486|M|18-25|12|A|1|0
1002489|F|36-45|9|B|1|0
1002490|M|26-35|12|B|3|1
1002491|M|36-45|7|C|0|0
1002492|F|46-50|2|C|4+|1
1002493|M|46-50|2|B|1|1
1002494|M|18-25|4|C|1|0
1002496|M|51-55|1|B|1|0
1002497|F|51-55|14|A|3|1
1002498|M|55+|18|C|1|1
1002499|M|51-55|0|C|0|1
1002500|M|55+|1|B|1|0
1002501|M|26-35|15|B|2|0
1002502|M|55+|13|B|4+|1
1002503|M|36-45|17|C|3|1
1002504|M|26-35|7|A|2|1
1002505|M|26-35|7|A|3|1
1002506|F|26-35|14|A|4+|0
1002507|M|26-35|4|A|0|1
1002508|F|36-45|3|C|4+|1
1002509|M|26-35|5|C|1|1
1002510|M|26-35|7|C|0|0
1002511|M|26-35|7|C|2|0
1002512|F|46-50|14|C|1|1
1002513|M|55+|1|A|1|1
1002514|M|55+|14|A|1|1
1002516|F|46-50|6|C|1|1
1002517|F|36-45|9|C|1|0
1002518|M|26-35|7|C|4+|0
1002519|F|46-50|2|B|0|0
1002520|F|55+|2|C|3|1
1002521|M|36-45|17|B|1|0
1002522|M|18-25|11|A|1|0
1002523|M|26-35|17|B|0|0
1002525|F|36-45|1|A|0|0
1002526|M|55+|13|B|4+|1
1002528|M|55+|0|A|1|0
1002529|F|36-45|9|A|3|0
1002530|M|18-25|0|B|1|0
1002532|F|55+|13|C|0|0
1002533|F|26-35|3|B|1|0
1002535|F|55+|2|C|2|1
1002536|M|55+|13|B|4+|1
1002537|M|36-45|11|B|0|0
1002538|M|55+|13|B|3|0
1002539|M|36-45|7|C|3|1
1002540|F|46-50|6|B|3|1
1002541|F|36-45|5|B|1|1
1002544|M|46-50|1|B|1|0
1002546|F|55+|13|C|4+|0
1002547|F|36-45|0|C|0|1
1002548|F|36-45|6|C|2|0
1002550|M|51-55|7|C|2|1
1002551|M|26-35|12|A|1|1
1002552|F|26-35|9|C|2|1
1002554|M|26-35|1|B|1|1
1002555|M|55+|7|C|2|0
1002556|M|26-35|4|C|2|0
1002557|F|18-25|19|C|3|0
1002558|M|55+|17|C|3|1
1002559|M|18-25|10|C|2|0
1002560|F|46-50|6|C|1|1
1002561|M|26-35|15|A|2|1
1002564|F|36-45|20|C|2|1
1002565|M|36-45|5|C|3|0
1002566|M|36-45|17|B|3|0
1002567|M|26-35|0|C|1|0
1002568|M|26-35|17|C|1|0
1002569|M|46-50|0|C|0|1
1002570|F|55+|14|C|0|1
1002571|M|36-45|17|C|4+|0
1002572|M|36-45|14|C|1|0
1002573|M|46-50|16|C|0|1
1002574|M|51-55|6|B|1|1
1002575|M|36-45|7|C|4+|0
1002576|M|18-25|17|B|0|0
1002577|M|26-35|7|C|2|0
1002578|M|51-55|7|A|1|1
1002579|M|36-45|15|C|4+|0
1002580|F|46-50|1|C|2|1
1002581|M|26-35|11|A|1|0
1002583|M|36-45|7|C|4+|0
1002585|M|46-50|15|C|1|1
1002586|M|26-35|20|C|1|1
1002587|M|36-45|7|C|1|0
1002588|F|55+|13|C|1|1
1002589|M|26-35|0|C|3|0
1002590|M|18-25|4|A|0|0
1002592|M|51-55|7|B|1|1
1002593|M|55+|16|C|2|0
1002594|M|36-45|7|C|0|0
1002595|M|18-25|4|B|1|0
1002596|M|51-55|7|C|2|1
1002597|F|51-55|0|A|3|1
1002599|M|26-35|12|B|2|0
1002600|M|26-35|14|C|1|1
1002602|M|46-50|12|B|1|0
1002603|M|26-35|17|C|1|0
1002604|M|26-35|0|B|1|1
1002605|M|36-45|7|C|0|1
1002606|M|51-55|7|C|3|1
1002607|F|55+|0|C|0|0
1002608|F|26-35|1|A|2|0
1002610|M|46-50|7|C|2|0
1002611|M|26-35|3|B|4+|0
1002613|M|36-45|1|A|3|0
1002614|M|26-35|7|C|1|0
1002617|F|46-50|15|C|1|0
1002620|M|18-25|4|C|4+|0
1002621|M|18-25|0|C|1|0
1002622|F|36-45|6|B|2|1
1002624|F|36-45|0|A|1|1
1002625|M|36-45|7|C|3|0
1002627|M|26-35|1|B|2|1
